PopulationSize,MigrationRate,Fitness
14,0.5500,3.508036e+00
14,0.6000,3.042239e+00
14,0.6500,3.514829e+00
14,0.7000,3.238538e+00
14,0.7500,3.907760e+00
14,0.8000,2.863898e+00
14,0.8500,4.237397e+00
14,0.9000,4.676898e+00
14,0.9500,4.101786e+00
15,0.0000,3.490339e+00
15,0.0500,4.277796e+00
15,0.1000,3.379595e+00
15,0.1500,3.447097e+00
15,0.2000,2.896960e+00
15,0.2500,3.215154e+00
15,0.3000,3.762144e+00
15,0.3500,3.074410e+00
15,0.4000,3.846226e+00
15,0.4500,3.276775e+00
15,0.5000,3.481696e+00
15,0.5500,3.359076e+00
15,0.6000,3.838886e+00
15,0.6500,4.183716e+00
15,0.7000,3.069676e+00
15,0.7500,3.730712e+00
15,0.8000,4.393108e+00
15,0.8500,3.046543e+00
15,0.9000,3.974312e+00
15,0.9500,3.693092e+00
16,0.0000,3.125039e+00
16,0.0500,3.666753e+00
16,0.1000,4.105732e+00
16,0.1500,3.468048e+00
16,0.2000,3.298836e+00
16,0.2500,3.559650e+00
16,0.3000,3.225272e+00
16,0.3500,3.142114e+00
16,0.4000,4.356824e+00
16,0.4500,3.253446e+00
16,0.5000,3.447698e+00
16,0.5500,4.330357e+00
16,0.6000,3.514878e+00
16,0.6500,3.463236e+00
16,0.7000,3.009256e+00
16,0.7500,3.192018e+00
16,0.8000,3.768833e+00
16,0.8500,4.552752e+00
16,0.9000,3.349284e+00
16,0.9500,2.901823e+00
17,0.0000,3.848407e+00
17,0.0500,4.040808e+00
17,0.1000,3.399790e+00
17,0.1500,3.121862e+00
17,0.2000,3.468775e+00
17,0.2500,3.598487e+00
17,0.3000,3.675595e+00
17,0.3500,3.693108e+00
17,0.4000,3.783853e+00
17,0.4500,3.717080e+00
17,0.5000,3.052270e+00
17,0.5500,3.862395e+00
17,0.6000,4.303948e+00
17,0.6500,3.668927e+00
17,0.7000,3.484019e+00
17,0.7500,3.942546e+00
17,0.8000,3.489004e+00
17,0.8500,3.436611e+00
17,0.9000,3.582316e+00
17,0.9500,2.978979e+00
18,0.0000,3.204817e+00
18,0.0500,3.290077e+00
18,0.1000,3.649060e+00
18,0.1500,3.215917e+00
18,0.2000,3.612691e+00
18,0.2500,2.937594e+00
18,0.3000,3.611205e+00
18,0.3500,3.661170e+00
18,0.4000,3.578307e+00
18,0.4500,3.135444e+00
18,0.5000,2.901551e+00
18,0.5500,3.409868e+00
18,0.6000,4.060333e+00
18,0.6500,3.061930e+00
18,0.7000,3.848205e+00
18,0.7500,3.792829e+00
18,0.8000,3.697299e+00
18,0.8500,3.222609e+00
18,0.9000,3.316669e+00
18,0.9500,3.502234e+00
19,0.0000,3.592189e+00
19,0.0500,4.331560e+00
19,0.1000,3.374784e+00
19,0.1500,3.855763e+00
19,0.2000,3.300598e+00
19,0.2500,4.335605e+00
19,0.3000,3.701756e+00
19,0.3500,3.832946e+00
19,0.4000,2.894837e+00
19,0.4500,3.746237e+00
19,0.5000,4.098649e+00
19,0.5500,3.987002e+00
19,0.6000,3.057732e+00
19,0.6500,2.998026e+00
19,0.7000,3.095615e+00
19,0.7500,4.069286e+00
19,0.8000,3.802644e+00
19,0.8500,3.328075e+00
19,0.9000,3.454554e+00
19,0.9500,3.598965e+00
20,0.0000,3.086148e+00
20,0.0500,3.365796e+00
20,0.1000,3.340537e+00
20,0.1500,3.123406e+00
20,0.2000,3.062437e+00
20,0.2500,3.248007e+00
20,0.3000,3.072913e+00
20,0.3500,3.654824e+00
20,0.4000,3.205985e+00
20,0.4500,3.625766e+00
20,0.5000,3.449555e+00
20,0.5500,3.197200e+00
20,0.6000,3.644728e+00
20,0.6500,3.212692e+00
20,0.7000,2.974261e+00
20,0.7500,3.430907e+00
20,0.8000,2.971203e+00
20,0.8500,3.133008e+00
20,0.9000,3.479862e+00
20,0.9500,3.266766e+00
21,0.0000,3.736794e+00
21,0.0500,3.762876e+00
21,0.1000,4.748900e+00
21,0.1500,3.357978e+00
21,0.2000,3.048675e+00
21,0.2500,3.229647e+00
21,0.3000,4.195224e+00
21,0.3500,3.819791e+00
21,0.4000,3.395467e+00
21,0.4500,3.347945e+00
21,0.5000,2.973455e+00
21,0.5500,3.240493e+00
21,0.6000,3.572029e+00
21,0.6500,4.164634e+00
21,0.7000,4.169034e+00
21,0.7500,3.001531e+00
21,0.8000,3.757173e+00
21,0.8500,3.081118e+00
21,0.9000,3.450185e+00
21,0.9500,3.317181e+00
22,0.0000,3.207424e+00
22,0.0500,2.899856e+00
22,0.1000,3.687475e+00
22,0.1500,3.522962e+00
22,0.2000,4.435523e+00
22,0.2500,3.815196e+00
22,0.3000,3.179508e+00
22,0.3500,3.430564e+00
22,0.4000,3.997581e+00
22,0.4500,4.781673e+00
22,0.5000,3.489339e+00
22,0.5500,3.783903e+00
22,0.6000,3.420425e+00
22,0.6500,3.450565e+00
22,0.7000,2.968482e+00
22,0.7500,3.542134e+00
22,0.8000,3.592254e+00
22,0.8500,3.337634e+00
22,0.9000,3.186148e+00
22,0.9500,3.899014e+00
23,0.0000,3.252679e+00
23,0.0500,3.363779e+00
23,0.1000,4.204777e+00
23,0.1500,3.071696e+00
23,0.2000,3.225658e+00
23,0.2500,3.376132e+00
23,0.3000,2.874772e+00
23,0.3500,4.307262e+00
23,0.4000,2.843948e+00
23,0.4500,3.678034e+00
23,0.5000,4.458176e+00
23,0.5500,3.021212e+00
23,0.6000,3.631186e+00
23,0.6500,3.145262e+00
23,0.7000,4.269362e+00
23,0.7500,4.398460e+00
23,0.8000,3.893168e+00
23,0.8500,3.722655e+00
23,0.9000,3.742223e+00
23,0.9500,3.726915e+00
24,0.0000,3.160435e+00
24,0.0500,2.987832e+00
24,0.1000,3.340371e+00
24,0.1500,3.750839e+00
24,0.2000,3.882324e+00
24,0.2500,3.386849e+00
24,0.3000,2.926722e+00
24,0.3500,3.852645e+00
24,0.4000,3.600765e+00
24,0.4500,3.456348e+00
24,0.5000,3.815470e+00
24,0.5500,3.066486e+00
24,0.6000,3.116509e+00
24,0.6500,3.254901e+00
24,0.7000,3.395625e+00
24,0.7500,3.374685e+00
24,0.8000,3.631077e+00
24,0.8500,3.760300e+00
24,0.9000,inf
24,0.9500,3.653195e+00
25,0.0000,3.630679e+00
25,0.0500,inf
25,0.1000,inf
25,0.1500,inf
25,0.2000,3.221056e+00
25,0.2500,inf
25,0.3000,inf
25,0.3500,inf
25,0.4000,inf
25,0.4500,inf
25,0.5000,3.104864e+00
25,0.5500,inf
25,0.6000,inf
25,0.6500,inf
25,0.7000,3.554771e+00
25,0.7500,3.213925e+00
25,0.8000,4.001374e+00
25,0.8500,inf
25,0.9000,3.540663e+00
25,0.9500,inf
26,0.0000,inf
26,0.0500,3.630497e+00
26,0.1000,inf
26,0.1500,inf
26,0.2000,inf
26,0.2500,inf
26,0.3000,inf
26,0.3500,inf
26,0.4000,inf
26,0.4500,3.926931e+00
26,0.5000,3.585640e+00
26,0.5500,inf
26,0.6000,inf
26,0.6500,inf
26,0.7000,inf
26,0.7500,3.448241e+00
26,0.8000,inf
26,0.8500,3.669499e+00
26,0.9000,2.974885e+00
26,0.9500,3.884273e+00
27,0.0000,inf
27,0.0500,inf
27,0.1000,inf
27,0.1500,inf
27,0.2000,3.433429e+00
27,0.2500,inf
27,0.3000,inf
27,0.3500,inf
27,0.4000,inf
27,0.4500,3.208858e+00
27,0.5000,2.873906e+00
27,0.5500,3.015251e+00
27,0.6000,inf
27,0.6500,inf
27,0.7000,3.287477e+00
27,0.7500,3.212521e+00
27,0.8000,3.338763e+00
27,0.8500,3.063940e+00
27,0.9000,3.011268e+00
27,0.9500,3.520682e+00
28,0.0000,3.257234e+00
28,0.0500,3.633637e+00
28,0.1000,3.253392e+00
28,0.1500,3.543746e+00
28,0.2000,3.771738e+00
28,0.2500,3.032766e+00
28,0.3000,3.401488e+00
28,0.3500,2.976362e+00
28,0.4000,inf
28,0.4500,inf
28,0.5000,2.960181e+00
28,0.5500,inf
28,0.6000,inf
28,0.6500,inf
28,0.7000,inf
28,0.7500,inf
28,0.8000,3.188375e+00
28,0.8500,inf
28,0.9000,inf
28,0.9500,inf
29,0.0000,inf
29,0.0500,3.874484e+00
29,0.1000,2.987961e+00
29,0.1500,3.239990e+00
29,0.2000,3.386893e+00
29,0.2500,3.763918e+00
29,0.3000,3.397565e+00
29,0.3500,3.532067e+00
29,0.4000,inf
29,0.4500,2.823404e+00
29,0.5000,3.317203e+00
29,0.5500,3.278551e+00
29,0.6000,3.207164e+00
29,0.6500,3.470227e+00
29,0.7000,3.553804e+00
29,0.7500,3.072239e+00
29,0.8000,inf
29,0.8500,3.261749e+00
29,0.9000,3.149082e+00
29,0.9500,inf
30,0.0000,inf
30,0.0500,3.663335e+00
30,0.1000,2.978523e+00
30,0.1500,3.035172e+00
30,0.2000,3.550564e+00
30,0.2500,2.916309e+00
30,0.3000,3.025374e+00
30,0.3500,3.241504e+00
30,0.4000,3.441270e+00
30,0.4500,3.293559e+00
30,0.5000,3.437324e+00
30,0.5500,4.068215e+00
30,0.6000,3.418560e+00
30,0.6500,3.344966e+00
30,0.7000,3.400429e+00
30,0.7500,inf
30,0.8000,2.994812e+00
30,0.8500,inf
30,0.9000,3.100423e+00
30,0.9500,3.057586e+00
31,0.0000,3.221529e+00
31,0.0500,3.011716e+00
31,0.1000,3.079960e+00
31,0.1500,2.986540e+00
31,0.2000,3.361646e+00
31,0.2500,3.133124e+00
31,0.3000,3.438725e+00
31,0.3500,3.665531e+00
31,0.4000,2.955879e+00
31,0.4500,inf
31,0.5000,inf
31,0.5500,3.810596e+00
31,0.6000,3.685061e+00
31,0.6500,3.268681e+00
31,0.7000,3.388629e+00
31,0.7500,3.033693e+00
31,0.8000,2.947564e+00
31,0.8500,3.015542e+00
31,0.9000,3.708458e+00
31,0.9500,3.377356e+00
32,0.0000,2.995005e+00
32,0.0500,inf
32,0.1000,inf
32,0.1500,3.138372e+00
32,0.2000,inf
32,0.2500,inf
32,0.3000,3.433516e+00
32,0.3500,3.484583e+00
32,0.4000,3.309077e+00
32,0.4500,3.106155e+00
32,0.5000,2.984732e+00
32,0.5500,3.385746e+00
32,0.6000,inf
32,0.6500,inf
32,0.7000,inf
32,0.7500,inf
32,0.8000,inf
32,0.8500,inf
32,0.9000,inf
32,0.9500,inf
33,0.0000,inf
33,0.0500,inf
33,0.1000,inf
33,0.1500,inf
33,0.2000,inf
33,0.2500,inf
33,0.3000,inf
33,0.3500,inf
33,0.4000,inf
33,0.4500,3.372449e+00
33,0.5000,3.006040e+00
33,0.5500,inf
33,0.6000,inf
33,0.6500,inf
33,0.7000,inf
33,0.7500,inf
33,0.8000,3.331245e+00
33,0.8500,2.893509e+00
33,0.9000,3.400112e+00
33,0.9500,3.640972e+00
34,0.0000,3.019175e+00
34,0.0500,3.140027e+00
34,0.1000,3.640708e+00
34,0.1500,inf
34,0.2000,inf
34,0.2500,3.064474e+00
34,0.3000,3.278989e+00
34,0.3500,3.809537e+00
34,0.4000,inf
34,0.4500,inf
34,0.5000,3.244622e+00
34,0.5500,3.253565e+00
34,0.6000,inf
34,0.6500,inf
34,0.7000,inf
34,0.7500,inf
34,0.8000,inf
34,0.8500,inf
34,0.9000,3.119749e+00
34,0.9500,inf
35,0.0000,inf
35,0.0500,inf
35,0.1000,inf
35,0.1500,inf
35,0.2000,inf
35,0.2500,inf
35,0.3000,inf
35,0.3500,inf
35,0.4000,inf
35,0.4500,3.109174e+00
35,0.5000,2.882584e+00
35,0.5500,3.472293e+00
35,0.6000,3.538052e+00
35,0.6500,3.348621e+00
35,0.7000,3.159711e+00
35,0.7500,3.317680e+00
35,0.8000,3.364796e+00
35,0.8500,3.413471e+00
35,0.9000,3.404865e+00
35,0.9500,3.669081e+00
36,0.0000,3.470179e+00
36,0.0500,3.108613e+00
36,0.1000,3.239273e+00
36,0.1500,2.929670e+00
36,0.2000,inf
36,0.2500,2.884168e+00
36,0.3000,3.063960e+00
36,0.3500,3.498094e+00
36,0.4000,3.712619e+00
36,0.4500,3.062728e+00
36,0.5000,3.401231e+00
36,0.5500,3.669761e+00
36,0.6000,3.539208e+00
36,0.6500,3.502980e+00
36,0.7000,3.282790e+00
36,0.7500,3.577274e+00
36,0.8000,2.855754e+00
36,0.8500,3.677465e+00
36,0.9000,3.454437e+00
36,0.9500,3.076285e+00
37,0.0000,3.663080e+00
37,0.0500,3.000776e+00
37,0.1000,3.958901e+00
37,0.1500,3.404395e+00
37,0.2000,3.452278e+00
37,0.2500,3.349142e+00
37,0.3000,3.545888e+00
37,0.3500,3.467091e+00
37,0.4000,3.225684e+00
37,0.4500,3.173513e+00
37,0.5000,3.427773e+00
37,0.5500,2.940293e+00
37,0.6000,3.096946e+00
37,0.6500,3.711588e+00
37,0.7000,3.786189e+00
37,0.7500,3.252519e+00
37,0.8000,3.313237e+00
37,0.8500,3.262828e+00
37,0.9000,3.405305e+00
37,0.9500,inf
38,0.0000,inf
38,0.0500,inf
38,0.1000,inf
38,0.1500,inf
38,0.2000,inf
38,0.2500,inf
38,0.3000,2.882892e+00
38,0.3500,3.395341e+00
38,0.4000,3.200839e+00
38,0.4500,3.186736e+00
38,0.5000,3.361230e+00
38,0.5500,inf
38,0.6000,inf
38,0.6500,inf
38,0.7000,3.460017e+00
38,0.7500,3.229234e+00
38,0.8000,3.369997e+00
38,0.8500,3.383181e+00
38,0.9000,inf
38,0.9500,inf
39,0.0000,inf
39,0.0500,inf
39,0.1000,inf
39,0.1500,3.599490e+00
39,0.2000,inf
39,0.2500,inf
39,0.3000,3.313853e+00
39,0.3500,3.063332e+00
39,0.4000,2.927011e+00
39,0.4500,3.250483e+00
39,0.5000,3.445190e+00
39,0.5500,3.127743e+00
39,0.6000,inf
39,0.6500,2.979831e+00
39,0.7000,3.334268e+00
39,0.7500,2.945790e+00
39,0.8000,3.415982e+00
39,0.8500,4.301446e+00
39,0.9000,3.259467e+00
39,0.9500,3.158344e+00
40,0.0000,3.258787e+00
40,0.0500,inf
40,0.1000,3.099837e+00
40,0.1500,3.282417e+00
40,0.2000,3.086436e+00
40,0.2500,3.620901e+00
40,0.3000,3.647998e+00
40,0.3500,3.454968e+00
40,0.4000,3.400735e+00
40,0.4500,inf
40,0.5000,3.300390e+00
40,0.5500,3.123064e+00
40,0.6000,3.025490e+00
40,0.6500,2.918387e+00
40,0.7000,2.946709e+00
40,0.7500,3.776631e+00
40,0.8000,3.620891e+00
40,0.8500,3.279536e+00
40,0.9000,3.019455e+00
40,0.9500,3.060572e+00
41,0.0000,3.742848e+00
41,0.0500,3.526898e+00
41,0.1000,3.795379e+00
41,0.1500,3.525321e+00
41,0.2000,3.377789e+00
41,0.2500,3.183916e+00
41,0.3000,2.859400e+00
41,0.3500,3.430939e+00
41,0.4000,3.483410e+00
41,0.4500,3.398236e+00
41,0.5000,3.521416e+00
41,0.5500,3.480653e+00
41,0.6000,3.262753e+00
41,0.6500,3.251499e+00
41,0.7000,3.011591e+00
41,0.7500,3.069885e+00
41,0.8000,2.894922e+00
41,0.8500,3.469115e+00
41,0.9000,inf
41,0.9500,3.213129e+00
42,0.0000,3.245810e+00
42,0.0500,3.051515e+00
42,0.1000,2.934385e+00
42,0.1500,3.257596e+00
42,0.2000,3.333696e+00
42,0.2500,3.188937e+00
42,0.3000,3.278022e+00
42,0.3500,2.961244e+00
42,0.4000,3.052654e+00
42,0.4500,3.356135e+00
42,0.5000,3.285302e+00
42,0.5500,3.701503e+00
42,0.6000,3.584562e+00
42,0.6500,3.845144e+00
42,0.7000,3.195984e+00
42,0.7500,3.169294e+00
42,0.8000,3.805577e+00
42,0.8500,3.112410e+00
42,0.9000,3.213773e+00
42,0.9500,3.465650e+00
43,0.0000,3.272006e+00
43,0.0500,3.839184e+00
43,0.1000,3.524075e+00
43,0.1500,3.669209e+00
43,0.2000,3.563785e+00
43,0.2500,3.012342e+00
43,0.3000,2.920675e+00
43,0.3500,3.015516e+00
43,0.4000,2.850560e+00
43,0.4500,3.448246e+00
43,0.5000,3.408998e+00
43,0.5500,2.905808e+00
43,0.6000,3.861010e+00
43,0.6500,3.231732e+00
43,0.7000,3.083669e+00
43,0.7500,3.082753e+00
43,0.8000,3.252853e+00
43,0.8500,3.063193e+00
43,0.9000,2.925306e+00
43,0.9500,2.956058e+00
44,0.0000,4.637644e+00
44,0.0500,2.987954e+00
44,0.1000,2.933823e+00
44,0.1500,3.099719e+00
44,0.2000,3.468204e+00
44,0.2500,3.047831e+00
44,0.3000,3.126095e+00
44,0.3500,3.122947e+00
44,0.4000,3.312320e+00
44,0.4500,3.276522e+00
44,0.5000,3.157792e+00
44,0.5500,3.174805e+00
44,0.6000,inf
44,0.6500,inf
44,0.7000,3.541452e+00
44,0.7500,3.523388e+00
44,0.8000,3.333449e+00
44,0.8500,3.092459e+00
44,0.9000,3.378594e+00
44,0.9500,3.051396e+00
45,0.0000,3.109399e+00
45,0.0500,3.829740e+00
45,0.1000,3.008606e+00
45,0.1500,2.923011e+00
45,0.2000,3.223454e+00
45,0.2500,3.050685e+00
45,0.3000,3.436874e+00
45,0.3500,3.209861e+00
45,0.4000,3.027739e+00
45,0.4500,3.304157e+00
45,0.5000,3.026422e+00
45,0.5500,3.079057e+00
45,0.6000,inf
45,0.6500,2.924140e+00
45,0.7000,3.387267e+00
45,0.7500,3.352179e+00
45,0.8000,3.452770e+00
45,0.8500,3.629977e+00
45,0.9000,3.666508e+00
45,0.9500,3.180030e+00
46,0.0000,3.379530e+00
46,0.0500,3.066810e+00
46,0.1000,2.956510e+00
46,0.1500,3.289533e+00
46,0.2000,3.255020e+00
46,0.2500,3.192484e+00
46,0.3000,3.566744e+00
46,0.3500,3.905969e+00
46,0.4000,3.405838e+00
46,0.4500,3.522485e+00
46,0.5000,2.830394e+00
46,0.5500,3.507686e+00
46,0.6000,3.060303e+00
46,0.6500,inf
46,0.7000,3.177765e+00
46,0.7500,3.046027e+00
46,0.8000,2.965640e+00
46,0.8500,3.154314e+00
46,0.9000,3.260182e+00
46,0.9500,3.112214e+00
47,0.0000,2.932355e+00
47,0.0500,3.093065e+00
47,0.1000,3.194659e+00
47,0.1500,3.471686e+00
47,0.2000,3.271106e+00
47,0.2500,3.316073e+00
47,0.3000,3.227482e+00
47,0.3500,3.754521e+00
47,0.4000,2.995761e+00
47,0.4500,3.451832e+00
47,0.5000,3.016658e+00
47,0.5500,3.108981e+00
47,0.6000,3.509856e+00
47,0.6500,3.212038e+00
47,0.7000,3.139830e+00
47,0.7500,3.408532e+00
47,0.8000,3.161085e+00
47,0.8500,2.999988e+00
47,0.9000,3.533375e+00
47,0.9500,3.807024e+00
48,0.0000,3.266472e+00
48,0.0500,3.174489e+00
48,0.1000,3.164218e+00
48,0.1500,3.145394e+00
48,0.2000,2.991508e+00
48,0.2500,3.135105e+00
48,0.3000,3.264871e+00
48,0.3500,2.938717e+00
48,0.4000,3.202874e+00
48,0.4500,2.855522e+00
48,0.5000,2.988874e+00
48,0.5500,3.158284e+00
48,0.6000,2.949781e+00
48,0.6500,3.206824e+00
48,0.7000,3.156180e+00
48,0.7500,3.323192e+00
48,0.8000,3.257076e+00
48,0.8500,3.225569e+00
48,0.9000,3.336979e+00
48,0.9500,3.027692e+00
49,0.0000,3.142437e+00
49,0.0500,3.143024e+00
49,0.1000,2.873177e+00
49,0.1500,2.965778e+00
49,0.2000,3.268618e+00
49,0.2500,3.354298e+00
49,0.3000,3.258429e+00
49,0.3500,3.185092e+00
49,0.4000,3.076573e+00
49,0.4500,3.463111e+00
49,0.5000,3.010571e+00
49,0.5500,3.418424e+00
49,0.6000,3.739765e+00
