# Incremental Trajectory Planning Results with Retry Mechanism
# Total Waypoints: 450
Point_Index,Status,Completion(%),Planning_Time(ms),Output_Points,Exec_Time(s),J0,J1,J2,J3,J4,J5,J6,J7
13,SUCCESS_CARTESIAN,100.000000,0.614039,3,0.230426,0.246833,0.390796,1.498293,1.692720,0.496919,-0.333592,-0.521046,-1.434175
14,SUCCESS_CARTESIAN,100.000000,0.514577,3,0.228268,0.246191,0.403282,1.500341,1.691007,0.497076,-0.330205,-0.520704,-1.433132
15,SUCCESS_CARTESIAN,100.000000,0.658983,3,0.229120,0.245550,0.415745,1.502328,1.689253,0.497249,-0.326727,-0.520371,-1.431950
16,SUCCESS_CARTESIAN,100.000000,0.585804,3,0.230032,0.244910,0.428213,1.504257,1.687471,0.497430,-0.323185,-0.520042,-1.430678
17,SUCCESS_CARTESIAN,100.000000,0.535841,3,0.228724,0.244268,0.440707,1.506139,1.685737,0.497575,-0.319751,-0.519699,-1.429564
18,SUCCESS_CARTESIAN,100.000000,0.527648,3,0.226938,0.243623,0.453248,1.507980,1.684072,0.497676,-0.316471,-0.519336,-1.428677
19,SUCCESS_CARTESIAN,100.000000,0.520519,3,0.230063,0.242983,0.465735,1.509752,1.682288,0.497834,-0.312925,-0.519001,-1.427397
20,SUCCESS_CARTESIAN,100.000000,0.521137,3,0.230499,0.242344,0.478208,1.511462,1.680477,0.497998,-0.309319,-0.518671,-1.426026
21,SUCCESS_CARTESIAN,100.000000,0.523618,3,0.228226,0.241701,0.490742,1.513130,1.678752,0.498108,-0.305906,-0.518316,-1.424941
22,SUCCESS_CARTESIAN,100.000000,0.524024,3,0.228234,0.241058,0.503281,1.514746,1.677026,0.498210,-0.302491,-0.517960,-1.423854
23,SUCCESS_CARTESIAN,100.000000,0.528978,3,0.230428,0.240418,0.515783,1.516296,1.675224,0.498345,-0.298905,-0.517620,-1.422513
24,SUCCESS_CARTESIAN,100.000000,0.519590,3,0.228258,0.239775,0.528337,1.517802,1.673499,0.498432,-0.295491,-0.517259,-1.421425
25,SUCCESS_CARTESIAN,100.000000,0.515963,3,0.227456,0.239132,0.540897,1.519255,1.671774,0.498512,-0.292076,-0.516897,-1.420335
26,SUCCESS_CARTESIAN,100.000000,0.526494,3,0.225777,0.238489,0.553461,1.520656,1.670050,0.498584,-0.288660,-0.516533,-1.419245
27,SUCCESS_CARTESIAN,100.000000,0.529127,3,0.231852,0.237849,0.565990,1.521992,1.668249,0.498686,-0.285076,-0.516183,-1.417905
28,SUCCESS_CARTESIAN,100.000000,0.523520,3,0.229709,0.237206,0.578573,1.523284,1.666531,0.498740,-0.281675,-0.515813,-1.416835
29,SUCCESS_CARTESIAN,100.000000,0.517116,3,0.232484,0.236566,0.591112,1.524510,1.664731,0.498826,-0.278092,-0.515459,-1.415495
30,SUCCESS_CARTESIAN,100.000000,0.679426,3,0.227619,0.235921,0.603743,1.525703,1.663084,0.498831,-0.274844,-0.515069,-1.414651
31,SUCCESS_CARTESIAN,100.000000,0.778796,3,0.231967,0.235283,0.616254,1.526814,1.661215,0.498934,-0.271107,-0.514725,-1.413083
32,SUCCESS_CARTESIAN,100.000000,0.845251,3,0.229646,0.234638,0.628896,1.527897,1.659568,0.498925,-0.267859,-0.514332,-1.412236
33,SUCCESS_CARTESIAN,100.000000,0.771526,3,0.228800,0.233997,0.641459,1.528910,1.657776,0.498976,-0.264289,-0.513967,-1.410914
34,SUCCESS_CARTESIAN,100.000000,0.782807,3,0.226796,0.233357,0.654028,1.529866,1.655984,0.499018,-0.260720,-0.513600,-1.409591
35,SUCCESS_CARTESIAN,100.000000,0.796616,3,0.229025,0.232712,0.666678,1.530785,1.654335,0.498990,-0.257461,-0.513202,-1.408726
36,SUCCESS_CARTESIAN,100.000000,0.776293,3,0.230462,0.232072,0.679259,1.531637,1.652549,0.499016,-0.253901,-0.512830,-1.407418
37,SUCCESS_CARTESIAN,100.000000,0.791014,3,0.230518,0.231430,0.691877,1.532440,1.650830,0.499004,-0.250488,-0.512442,-1.406323
38,SUCCESS_CARTESIAN,100.000000,0.902967,3,0.227331,0.230793,0.704423,1.533172,1.648970,0.499045,-0.246765,-0.512080,-1.404771
39,SUCCESS_CARTESIAN,100.000000,0.685522,3,0.231883,0.230148,0.717092,1.533871,1.647328,0.498986,-0.243515,-0.511673,-1.403917
40,SUCCESS_CARTESIAN,100.000000,0.624042,3,0.230536,0.229506,0.729722,1.534513,1.645613,0.498952,-0.240104,-0.511279,-1.402823
41,SUCCESS_CARTESIAN,100.000000,0.553344,3,0.230487,0.228867,0.742319,1.535092,1.643830,0.498938,-0.236543,-0.510896,-1.401509
42,SUCCESS_CARTESIAN,100.000000,0.704206,3,0.230488,0.228227,0.754917,1.535615,1.642048,0.498916,-0.232983,-0.510510,-1.400193
43,SUCCESS_CARTESIAN,100.000000,0.677728,3,0.231890,0.227584,0.767591,1.536098,1.640405,0.498831,-0.229724,-0.510097,-1.399322
44,SUCCESS_CARTESIAN,100.000000,0.663461,3,0.230506,0.226945,0.780201,1.536516,1.638627,0.498793,-0.226168,-0.509707,-1.398013
45,SUCCESS_CARTESIAN,100.000000,0.663836,3,0.231843,0.226304,0.792844,1.536885,1.636919,0.498720,-0.222764,-0.509302,-1.396924
46,SUCCESS_CARTESIAN,100.000000,0.661679,3,0.230497,0.225665,0.805449,1.537193,1.635139,0.498667,-0.219201,-0.508908,-1.395601
47,SUCCESS_CARTESIAN,100.000000,0.726983,3,0.231852,0.225024,0.818098,1.537452,1.633434,0.498579,-0.215798,-0.508499,-1.394513
48,SUCCESS_CARTESIAN,100.000000,0.762061,3,0.230508,0.224386,0.830709,1.537651,1.631658,0.498510,-0.212238,-0.508100,-1.393194
49,SUCCESS_CARTESIAN,100.000000,0.741775,3,0.231854,0.223746,0.843360,1.537800,1.629955,0.498407,-0.208836,-0.507687,-1.392104
50,SUCCESS_CARTESIAN,100.000000,0.661921,3,0.231855,0.223106,0.856011,1.537897,1.628254,0.498297,-0.205433,-0.507272,-1.391013
51,SUCCESS_CARTESIAN,100.000000,0.654476,3,0.227374,0.222471,0.868585,1.537925,1.626409,0.498229,-0.201720,-0.506878,-1.389463
52,SUCCESS_CARTESIAN,100.000000,0.607903,3,0.231918,0.221829,0.881277,1.537915,1.624783,0.498080,-0.198474,-0.506448,-1.388602
53,SUCCESS_CARTESIAN,100.000000,0.514290,3,0.231858,0.221190,0.893930,1.537849,1.623087,0.497948,-0.195074,-0.506027,-1.387511
54,SUCCESS_CARTESIAN,100.000000,0.571505,3,0.230635,0.220554,0.906545,1.537723,1.621319,0.497832,-0.191518,-0.505615,-1.386190
55,SUCCESS_CARTESIAN,100.000000,0.618033,3,0.230636,0.219917,0.919161,1.537539,1.619553,0.497708,-0.187963,-0.505200,-1.384869
56,SUCCESS_CARTESIAN,100.000000,0.537203,3,0.231861,0.219279,0.931816,1.537306,1.617859,0.497553,-0.184561,-0.504773,-1.383773
57,SUCCESS_CARTESIAN,100.000000,0.532762,3,0.231917,0.218639,0.944507,1.537027,1.616242,0.497369,-0.181319,-0.504334,-1.382911
58,SUCCESS_CARTESIAN,100.000000,0.534559,3,0.227496,0.218006,0.957081,1.536679,1.614408,0.497245,-0.177611,-0.503923,-1.381360
59,SUCCESS_CARTESIAN,100.000000,0.552289,3,0.231856,0.217369,0.969733,1.536283,1.612720,0.497069,-0.174209,-0.503490,-1.380261
60,SUCCESS_CARTESIAN,100.000000,0.520868,3,0.231852,0.216732,0.982383,1.535835,1.611036,0.496885,-0.170815,-0.503055,-1.379169
61,SUCCESS_CARTESIAN,100.000000,0.521254,3,0.230626,0.216098,0.994992,1.535326,1.609277,0.496716,-0.167259,-0.502628,-1.377839
62,SUCCESS_CARTESIAN,100.000000,0.522238,3,0.231848,0.215461,1.007639,1.534768,1.607598,0.496517,-0.163866,-0.502189,-1.376748
63,SUCCESS_CARTESIAN,100.000000,0.518234,3,0.230621,0.214828,1.020245,1.534150,1.605843,0.496332,-0.160311,-0.501757,-1.375416
64,SUCCESS_CARTESIAN,100.000000,0.523009,3,0.231843,0.214193,1.032889,1.533481,1.604167,0.496119,-0.156921,-0.501314,-1.374326
65,SUCCESS_CARTESIAN,100.000000,0.522359,3,0.231837,0.213558,1.045529,1.532759,1.602485,0.495901,-0.153513,-0.500870,-1.373208
66,SUCCESS_CARTESIAN,100.000000,0.519333,3,0.230667,0.212923,1.058164,1.531985,1.600814,0.495674,-0.150126,-0.500424,-1.372118
67,SUCCESS_CARTESIAN,100.000000,0.527028,3,0.230608,0.212291,1.070762,1.531153,1.599073,0.495458,-0.146585,-0.499983,-1.370800
68,SUCCESS_CARTESIAN,100.000000,0.519456,3,0.230661,0.211658,1.083394,1.530268,1.597396,0.495219,-0.143177,-0.499533,-1.369678
69,SUCCESS_CARTESIAN,100.000000,0.511596,3,0.226627,0.211027,1.095984,1.529326,1.595660,0.494987,-0.139639,-0.499089,-1.368361
70,SUCCESS_CARTESIAN,100.000000,0.500363,3,0.228335,0.210394,1.108608,1.528331,1.593987,0.494733,-0.136232,-0.498635,-1.367237
71,SUCCESS_CARTESIAN,100.000000,0.466618,3,0.230070,0.209762,1.121230,1.527284,1.592329,0.494470,-0.132852,-0.498178,-1.366150
72,SUCCESS_CARTESIAN,100.000000,0.572101,3,0.230562,0.209132,1.133807,1.526178,1.590587,0.494218,-0.129290,-0.497729,-1.364794
73,SUCCESS_CARTESIAN,100.000000,0.493140,3,0.226658,0.208501,1.146422,1.525021,1.588934,0.493941,-0.125914,-0.497268,-1.363709
74,SUCCESS_CARTESIAN,100.000000,0.476399,3,0.230588,0.207872,1.158990,1.523806,1.587197,0.493674,-0.122353,-0.496814,-1.362351
75,SUCCESS_CARTESIAN,100.000000,0.460049,3,0.230235,0.207239,1.171637,1.522544,1.585623,0.493367,-0.119137,-0.496342,-1.361497
76,SUCCESS_CARTESIAN,100.000000,0.457900,3,0.232922,0.206614,1.184158,1.521219,1.583817,0.493100,-0.115420,-0.495891,-1.359910
77,SUCCESS_CARTESIAN,100.000000,0.529371,3,0.233848,0.205981,1.196828,1.519850,1.582306,0.492769,-0.112329,-0.495411,-1.359233
78,SUCCESS_CARTESIAN,100.000000,0.502334,3,0.228464,0.205356,1.209341,1.518420,1.580522,0.492483,-0.108650,-0.494954,-1.357696
79,SUCCESS_CARTESIAN,100.000000,0.666006,3,0.226364,0.204728,1.221925,1.516937,1.578869,0.492166,-0.105248,-0.494483,-1.356563
80,SUCCESS_CARTESIAN,100.000000,0.669955,3,0.228349,0.204102,1.234460,1.515397,1.577146,0.491855,-0.101691,-0.494016,-1.355200
81,SUCCESS_CARTESIAN,100.000000,0.662284,3,0.230635,0.203473,1.247075,1.513808,1.575591,0.491508,-0.098487,-0.493535,-1.354351
82,SUCCESS_CARTESIAN,100.000000,0.606088,3,0.228337,0.202848,1.259603,1.512162,1.573874,0.491182,-0.094932,-0.493064,-1.352988
83,SUCCESS_CARTESIAN,100.000000,0.616426,3,0.226240,0.202223,1.272162,1.510463,1.572232,0.490837,-0.091533,-0.492586,-1.351852
84,SUCCESS_CARTESIAN,100.000000,0.631417,3,0.227872,0.201599,1.284673,1.508708,1.570520,0.490496,-0.087980,-0.492111,-1.350487
85,SUCCESS_CARTESIAN,100.000000,0.667242,3,0.230590,0.200973,1.297258,1.506903,1.568968,0.490126,-0.084762,-0.491623,-1.349609
86,SUCCESS_CARTESIAN,100.000000,0.664103,3,0.229454,0.200352,1.309724,1.505039,1.567200,0.489779,-0.081079,-0.491148,-1.348051
87,SUCCESS_CARTESIAN,100.000000,0.702546,3,0.230560,0.199727,1.322290,1.503122,1.565631,0.489397,-0.077817,-0.490659,-1.347105
88,SUCCESS_CARTESIAN,100.000000,0.689483,3,0.225775,0.199104,1.334817,1.501155,1.564016,0.489017,-0.074449,-0.490171,-1.346001
89,SUCCESS_CARTESIAN,100.000000,0.680583,3,0.227820,0.198483,1.347295,1.499132,1.562319,0.488640,-0.070902,-0.489685,-1.344636
90,SUCCESS_CARTESIAN,100.000000,0.658864,3,0.225746,0.197862,1.359803,1.497055,1.560698,0.488246,-0.067511,-0.489194,-1.343497
91,SUCCESS_CARTESIAN,100.000000,0.681962,3,0.225733,0.197241,1.372303,1.494924,1.559080,0.487846,-0.064122,-0.488701,-1.342357
92,SUCCESS_CARTESIAN,100.000000,0.635229,3,0.227227,0.196622,1.384755,1.492738,1.557393,0.487447,-0.060580,-0.488210,-1.340991
93,SUCCESS_CARTESIAN,100.000000,0.668984,3,0.230501,0.196000,1.397284,1.490501,1.555868,0.487025,-0.057377,-0.487709,-1.340117
94,SUCCESS_CARTESIAN,100.000000,0.656004,3,0.227869,0.195383,1.409717,1.488209,1.554174,0.486613,-0.053809,-0.487214,-1.338711
95,SUCCESS_CARTESIAN,100.000000,0.646727,3,0.225269,0.194765,1.422183,1.485863,1.552570,0.486186,-0.050427,-0.486714,-1.337571
96,SUCCESS_CARTESIAN,100.000000,0.794299,3,0.225656,0.194148,1.434633,1.483464,1.550955,0.485753,-0.047015,-0.486212,-1.336387
97,SUCCESS_CARTESIAN,100.000000,0.627704,3,0.228196,0.193530,1.447085,1.481013,1.549372,0.485312,-0.043667,-0.485708,-1.335291
98,SUCCESS_CARTESIAN,100.000000,0.585645,3,0.227375,0.192916,1.459479,1.478506,1.547692,0.484871,-0.040103,-0.485205,-1.333882
99,SUCCESS_CARTESIAN,100.000000,0.573956,3,0.228277,0.192301,1.471907,1.475944,1.546102,0.484417,-0.036727,-0.484697,-1.332741
100,SUCCESS_CARTESIAN,100.000000,0.594794,3,0.228264,0.191686,1.484326,1.473330,1.544515,0.483956,-0.033354,-0.484188,-1.331602
101,SUCCESS_CARTESIAN,100.000000,0.607704,3,0.227403,0.191052,1.497178,1.470677,1.543754,0.483445,-0.031749,-0.483655,-1.333015
102,SUCCESS_CARTESIAN,100.000000,0.654868,4,0.589792,0.193284,1.578041,1.461997,1.629528,0.489900,-0.000295,-0.471169,-1.364728
103,SUCCESS_CARTESIAN,100.000000,0.679262,4,0.594045,0.203425,1.658893,1.453006,1.716532,0.497815,0.030076,-0.461007,-1.397158
104,SUCCESS_CARTESIAN,100.000000,0.631986,4,0.590236,0.221505,1.738821,1.443789,1.804557,0.507149,0.059480,-0.453256,-1.430314
105,SUCCESS_CARTESIAN,100.000000,0.646108,4,0.595719,0.247428,1.816901,1.434437,1.893381,0.517845,0.088052,-0.447998,-1.464208
106,SUCCESS_CARTESIAN,100.000000,0.649141,4,0.597429,0.280969,1.892219,1.425041,1.982767,0.529832,0.115950,-0.445309,-1.498841
107,SUCCESS_CARTESIAN,100.000000,0.627596,4,0.598919,0.321771,1.963890,1.415696,2.072465,0.543024,0.143349,-0.445263,-1.534212
108,SUCCESS_CARTESIAN,100.000000,1.730927,4,0.781377,0.366798,1.999996,1.384935,2.108678,0.625513,0.255315,-0.523982,-1.632462
109,SUCCESS_CARTESIAN,100.000000,2.246682,4,0.806870,0.410853,2.000000,1.343359,2.083544,0.753272,0.416981,-0.665621,-1.742513
110,SUCCESS_CARTESIAN,100.000000,4.959345,4,0.725020,0.455092,2.000000,1.313510,2.057335,0.852973,0.551707,-0.785795,-1.811924
111,SUCCESS_CARTESIAN,100.000000,2.794036,4,0.690999,0.499911,2.000000,1.291163,2.031713,0.934532,0.673155,-0.890836,-1.857583
112,SUCCESS_CARTESIAN,100.000000,2.322399,4,0.672773,0.545494,2.000000,1.274116,2.008336,1.003088,0.786250,-0.983470,-1.887163
113,SUCCESS_CARTESIAN,100.000000,2.306821,4,0.651755,0.591801,2.000000,1.261080,1.988787,1.061571,0.892995,-1.064975,-1.905359
114,SUCCESS_CARTESIAN,100.000000,2.085693,4,0.640534,0.638641,2.000000,1.251231,1.974553,1.111751,0.994033,-1.136129,-1.915590
115,SUCCESS_CARTESIAN,100.000000,1.977138,4,0.616232,0.685724,1.999997,1.244033,1.967062,1.154700,1.089184,-1.197607,-1.920610
116,SUCCESS_CARTESIAN,100.000000,1.976515,4,0.597417,0.732717,2.000000,1.239068,1.967590,1.191078,1.177832,-1.250210,-1.922747
117,SUCCESS_CARTESIAN,100.000000,2.124625,4,0.569085,0.779283,2.000000,1.236058,1.977209,1.221221,1.259166,-1.294926,-1.924025
118,SUCCESS_CARTESIAN,100.000000,2.344168,4,0.537101,0.825083,2.000000,1.234777,1.996710,1.245205,1.332386,-1.332921,-1.926196
119,SUCCESS_CARTESIAN,100.000000,0.766578,3,0.211881,0.835934,1.998797,1.235433,1.996377,1.243226,1.333174,-1.332558,-1.927612
120,SUCCESS_CARTESIAN,100.000000,0.699951,3,0.214757,0.847079,1.997544,1.236061,1.996029,1.241451,1.333929,-1.332251,-1.929358
121,SUCCESS_CARTESIAN,100.000000,0.652653,3,0.216668,0.858260,1.996264,1.236673,1.995678,1.239815,1.334654,-1.331978,-1.931272
122,SUCCESS_CARTESIAN,100.000000,0.662343,3,0.214743,0.869399,1.995017,1.237324,1.995333,1.237911,1.335438,-1.331642,-1.932863
123,SUCCESS_CARTESIAN,100.000000,0.654144,3,0.218711,0.880577,1.993750,1.237953,1.994984,1.236158,1.336191,-1.331346,-1.934637
124,SUCCESS_CARTESIAN,100.000000,0.634329,3,0.214726,0.891708,1.992510,1.238605,1.994638,1.234229,1.336982,-1.331009,-1.936192
125,SUCCESS_CARTESIAN,100.000000,0.624363,3,0.218705,0.902883,1.991241,1.239231,1.994288,1.232481,1.337735,-1.330717,-1.937966
126,SUCCESS_CARTESIAN,100.000000,0.559730,3,0.218717,0.914063,1.989971,1.239857,1.993937,1.230735,1.338488,-1.330428,-1.939743
127,SUCCESS_CARTESIAN,100.000000,0.538403,3,0.218742,0.925255,1.988695,1.240480,1.993585,1.229023,1.339235,-1.330149,-1.941558
128,SUCCESS_CARTESIAN,100.000000,0.570680,3,0.214775,0.936409,1.987437,1.241116,1.993235,1.227223,1.340002,-1.329851,-1.943258
129,SUCCESS_CARTESIAN,100.000000,0.526943,3,0.214722,0.947537,1.986183,1.241764,1.992889,1.225329,1.340788,-1.329533,-1.944840
130,SUCCESS_CARTESIAN,100.000000,0.551678,3,0.218713,0.958716,1.984903,1.242385,1.992537,1.223621,1.341535,-1.329260,-1.946649
131,SUCCESS_CARTESIAN,100.000000,0.551110,3,0.214779,0.969872,1.983637,1.243015,1.992185,1.221856,1.342296,-1.328977,-1.948383
132,SUCCESS_CARTESIAN,100.000000,0.839373,3,0.218704,0.981047,1.982357,1.243637,1.991833,1.220150,1.343044,-1.328708,-1.950187
133,SUCCESS_CARTESIAN,100.000000,2.154266,3,0.214282,0.992084,1.981145,1.244317,1.991491,1.218020,1.343884,-1.328343,-1.951459
134,SUCCESS_CARTESIAN,100.000000,2.026727,3,0.221309,1.003366,1.979810,1.244887,1.991129,1.216658,1.344559,-1.328159,-1.953687
135,SUCCESS_CARTESIAN,100.000000,0.712712,3,0.214315,1.014419,1.978583,1.245561,1.990786,1.214588,1.345387,-1.327812,-1.955029
136,SUCCESS_CARTESIAN,100.000000,0.499050,3,0.215947,1.025637,1.977279,1.246156,1.990428,1.213045,1.346102,-1.327590,-1.957023
137,SUCCESS_CARTESIAN,100.000000,0.523753,3,0.214767,1.036787,1.976007,1.246786,1.990075,1.211290,1.346864,-1.327320,-1.958750
138,SUCCESS_CARTESIAN,100.000000,0.513400,3,0.214660,1.047887,1.974754,1.247438,1.989727,1.209379,1.347660,-1.327016,-1.960282
139,SUCCESS_CARTESIAN,100.000000,0.487799,3,0.218693,1.059057,1.973466,1.248057,1.989373,1.207684,1.348409,-1.326764,-1.962079
140,SUCCESS_CARTESIAN,100.000000,0.482468,3,0.214272,1.070089,1.972248,1.248734,1.989029,1.205563,1.349253,-1.326417,-1.963344
141,SUCCESS_CARTESIAN,100.000000,0.587903,3,0.218927,1.081375,1.970902,1.249295,1.988665,1.204242,1.349922,-1.326254,-1.965600
142,SUCCESS_CARTESIAN,100.000000,0.700006,3,0.214762,1.092522,1.969626,1.249924,1.988311,1.202491,1.350685,-1.325995,-1.967318
143,SUCCESS_CARTESIAN,100.000000,0.645414,3,0.214307,1.103571,1.968396,1.250601,1.987966,1.200402,1.351524,-1.325661,-1.968618
144,SUCCESS_CARTESIAN,100.000000,0.607004,3,0.218159,1.114863,1.967048,1.251164,1.987601,1.199083,1.352194,-1.325504,-1.970869
145,SUCCESS_CARTESIAN,100.000000,0.606135,3,0.214269,1.125894,1.965830,1.251851,1.987256,1.196938,1.353046,-1.325163,-1.972094
146,SUCCESS_CARTESIAN,100.000000,0.603126,3,0.218734,1.137083,1.964528,1.252462,1.986899,1.195281,1.353791,-1.324933,-1.973923
147,SUCCESS_CARTESIAN,100.000000,0.599468,3,0.214761,1.148230,1.963251,1.253090,1.986544,1.193511,1.354562,-1.324680,-1.975606
148,SUCCESS_CARTESIAN,100.000000,0.605190,3,0.218726,1.159414,1.961947,1.253703,1.986187,1.191856,1.355307,-1.324454,-1.977431
149,SUCCESS_CARTESIAN,100.000000,0.607855,3,0.214763,1.170562,1.960669,1.254333,1.985831,1.190087,1.356080,-1.324205,-1.979110
150,SUCCESS_CARTESIAN,100.000000,0.667074,3,0.214356,1.181634,1.959419,1.255000,1.985483,1.188063,1.356908,-1.323901,-1.980474
151,SUCCESS_CARTESIAN,100.000000,0.615344,3,0.220812,1.192908,1.958083,1.255569,1.985117,1.186669,1.357598,-1.323740,-1.982615
152,SUCCESS_CARTESIAN,100.000000,0.659863,3,0.214699,1.204026,1.956808,1.256216,1.984764,1.184803,1.358392,-1.323475,-1.984168
153,SUCCESS_CARTESIAN,100.000000,3.248336,3,0.218714,1.215205,1.955513,1.256836,1.984406,1.183098,1.359152,-1.323249,-1.985920
154,SUCCESS_CARTESIAN,100.000000,1.144521,3,0.214674,1.226312,1.954249,1.257488,1.984053,1.181180,1.359960,-1.322977,-1.987405
155,SUCCESS_CARTESIAN,100.000000,0.792409,3,0.218734,1.237500,1.952939,1.258097,1.983694,1.179532,1.360707,-1.322767,-1.989220
156,SUCCESS_CARTESIAN,100.000000,0.687171,3,0.218679,1.248664,1.951655,1.258723,1.983336,1.177775,1.361481,-1.322535,-1.990899
157,SUCCESS_CARTESIAN,100.000000,0.622160,3,0.218698,1.259836,1.950352,1.259341,1.982978,1.176074,1.362241,-1.322316,-1.992644
158,SUCCESS_CARTESIAN,100.000000,0.676605,3,0.218740,1.271027,1.949039,1.259952,1.982618,1.174433,1.362988,-1.322113,-1.994459
159,SUCCESS_CARTESIAN,100.000000,0.665534,3,0.214649,1.282122,1.947780,1.260609,1.982264,1.172491,1.363804,-1.321847,-1.995899
160,SUCCESS_CARTESIAN,100.000000,0.623591,3,0.218725,1.293307,1.946474,1.261225,1.981904,1.170796,1.364565,-1.321636,-1.997646
161,SUCCESS_CARTESIAN,100.000000,0.639534,3,0.218724,1.304491,1.945162,1.261837,1.981544,1.169130,1.365319,-1.321433,-1.999423
162,SUCCESS_CARTESIAN,100.000000,0.619076,3,0.218704,1.315665,1.943860,1.262455,1.981184,1.167435,1.366081,-1.321226,-2.001160
163,SUCCESS_CARTESIAN,100.000000,0.604568,3,0.214699,1.326783,1.942588,1.263106,1.980828,1.165529,1.366891,-1.320977,-2.002639
164,SUCCESS_CARTESIAN,100.000000,0.616817,3,0.218709,1.337960,1.941278,1.263720,1.980468,1.163839,1.367652,-1.320774,-2.004377
165,SUCCESS_CARTESIAN,100.000000,0.581004,3,0.218710,1.349138,1.939968,1.264336,1.980107,1.162148,1.368413,-1.320574,-2.006113
166,SUCCESS_CARTESIAN,100.000000,0.573239,3,0.218742,1.360330,1.938653,1.264948,1.979746,1.160489,1.369168,-1.320382,-2.007886
167,SUCCESS_CARTESIAN,100.000000,0.581531,3,0.218724,1.371514,1.937345,1.265564,1.979383,1.158803,1.369930,-1.320187,-2.009623
168,SUCCESS_CARTESIAN,100.000000,0.584584,3,0.214315,1.382566,1.936096,1.266243,1.979032,1.156718,1.370783,-1.319910,-2.010864
169,SUCCESS_CARTESIAN,100.000000,0.596512,3,0.218173,1.393864,1.934727,1.266795,1.978660,1.155404,1.371460,-1.319796,-2.013053
170,SUCCESS_CARTESIAN,100.000000,0.538796,3,0.214359,1.404937,1.933467,1.267471,1.978307,1.153350,1.372307,-1.319530,-2.014331
171,SUCCESS_CARTESIAN,100.000000,0.535263,3,0.212642,1.416178,1.932124,1.268053,1.977940,1.151855,1.373026,-1.319382,-2.016291
172,SUCCESS_CARTESIAN,100.000000,0.552103,3,0.218719,1.427360,1.930808,1.268669,1.977578,1.150174,1.373788,-1.319198,-2.018019
173,SUCCESS_CARTESIAN,100.000000,0.570601,3,0.214734,1.438494,1.929518,1.269314,1.977219,1.148310,1.374593,-1.318977,-2.019524
174,SUCCESS_CARTESIAN,100.000000,0.604051,3,0.218724,1.449678,1.928200,1.269927,1.976856,1.146634,1.375354,-1.318797,-2.021252
175,SUCCESS_CARTESIAN,100.000000,0.669449,3,0.218725,1.460862,1.926881,1.270540,1.976493,1.144957,1.376116,-1.318620,-2.022978
176,SUCCESS_CARTESIAN,100.000000,0.602999,3,0.214358,1.471935,1.925615,1.271213,1.976138,1.142911,1.376964,-1.318368,-2.024248
177,SUCCESS_CARTESIAN,100.000000,0.582191,3,0.217424,1.483243,1.924240,1.271759,1.975764,1.141610,1.377641,-1.318271,-2.026432
178,SUCCESS_CARTESIAN,100.000000,1.965041,3,0.214351,1.494312,1.922972,1.272434,1.975410,1.139567,1.378488,-1.318025,-2.027699
179,SUCCESS_CARTESIAN,100.000000,3.858971,3,0.217414,1.505616,1.921596,1.272981,1.975036,1.138268,1.379165,-1.317931,-2.029877
