# Incremental Trajectory Planning Results with Retry Mechanism
# Total Waypoints: 450
Point_Index,Status,Completion(%),Planning_Time(ms),Output_Points,Exec_Time(s),J0,J1,J2,J3,J4,J5,J6,J7
40,SUCCESS_CARTESIAN,100.000000,6.219309,3,0.239578,0.747566,0.922380,1.337267,3.077215,1.483800,1.593288,1.568846,1.615377
41,SUCCESS_CARTESIAN,100.000000,3.301424,3,0.239586,0.746991,0.935927,1.337842,3.077176,1.483800,1.593326,1.568842,1.619795
42,SUCCESS_CARTESIAN,100.000000,3.821278,3,0.239586,0.746415,0.949475,1.338357,3.077137,1.483800,1.593365,1.568839,1.624214
43,SUCCESS_CARTESIAN,100.000000,3.521631,3,0.239586,0.745840,0.963023,1.338812,3.077099,1.483800,1.593404,1.568835,1.627920
44,SUCCESS_CARTESIAN,100.000000,1.245754,3,0.240668,0.745263,0.976580,1.339217,3.077059,1.483800,1.593443,1.568832,1.632328
45,SUCCESS_CARTESIAN,100.000000,1.081622,3,0.240661,0.744688,0.990133,1.339562,3.077021,1.483800,1.593481,1.568829,1.636380
46,SUCCESS_CARTESIAN,100.000000,0.987407,3,0.240660,0.744112,1.003685,1.339852,3.076981,1.483800,1.593521,1.568825,1.640808
47,SUCCESS_CARTESIAN,100.000000,0.852591,3,0.240668,0.743536,1.017243,1.340082,3.076942,1.483800,1.593560,1.568822,1.644860
48,SUCCESS_CARTESIAN,100.000000,0.803478,3,0.240668,0.742960,1.030800,1.340257,3.076903,1.483800,1.593599,1.568818,1.649281
49,SUCCESS_CARTESIAN,100.000000,0.763210,3,0.240668,0.742384,1.044358,1.340372,3.076864,1.483800,1.593638,1.568815,1.653334
50,SUCCESS_CARTESIAN,100.000000,0.715190,3,0.240668,0.741808,1.057916,1.340432,3.076824,1.483800,1.593677,1.568812,1.657387
51,SUCCESS_CARTESIAN,100.000000,0.823857,3,0.240668,0.741231,1.071473,1.340437,3.076784,1.483800,1.593717,1.568808,1.662176
52,SUCCESS_CARTESIAN,100.000000,0.804204,3,0.240669,0.740655,1.085031,1.340377,3.076745,1.483800,1.593756,1.568805,1.665861
53,SUCCESS_CARTESIAN,100.000000,0.770835,3,0.240668,0.740079,1.098588,1.340267,3.076706,1.483800,1.593795,1.568801,1.669914
54,SUCCESS_CARTESIAN,100.000000,0.757325,3,0.240668,0.739503,1.112146,1.340102,3.076666,1.483800,1.593835,1.568798,1.674334
55,SUCCESS_CARTESIAN,100.000000,0.801325,3,0.240668,0.738927,1.125703,1.339877,3.076626,1.483800,1.593875,1.568794,1.678754
56,SUCCESS_CARTESIAN,100.000000,1.572702,3,0.240668,0.738351,1.139261,1.339592,3.076586,1.483800,1.593914,1.568791,1.682814
57,SUCCESS_CARTESIAN,100.000000,2.747734,3,0.240661,0.737775,1.152814,1.339252,3.076547,1.483800,1.593953,1.568788,1.686498
58,SUCCESS_CARTESIAN,100.000000,5.129794,3,0.239593,0.737199,1.166366,1.338861,3.076507,1.483800,1.593994,1.568784,1.691284
59,SUCCESS_CARTESIAN,100.000000,5.985795,3,0.239593,0.736623,1.179919,1.338406,3.076467,1.483800,1.594033,1.568781,1.695348
60,SUCCESS_CARTESIAN,100.000000,4.766133,3,0.239586,0.736047,1.193466,1.337896,3.076427,1.483800,1.594073,1.568777,1.699397
61,SUCCESS_CARTESIAN,100.000000,2.558251,3,0.239586,0.735471,1.207014,1.337331,3.076386,1.483800,1.594113,1.568774,1.703830
62,SUCCESS_CARTESIAN,100.000000,1.211750,3,0.239578,0.734896,1.220556,1.336706,3.076346,1.483800,1.594153,1.568770,1.707878
63,SUCCESS_CARTESIAN,100.000000,1.233830,3,0.239578,0.734320,1.234099,1.336026,3.076306,1.483800,1.594193,1.568767,1.712312
64,SUCCESS_CARTESIAN,100.000000,1.513476,3,0.239571,0.733744,1.247636,1.335286,3.076266,1.483800,1.594233,1.568763,1.716359
65,SUCCESS_CARTESIAN,100.000000,1.374687,3,0.239571,0.733169,1.261174,1.334491,3.076226,1.483800,1.594273,1.568760,1.720449
66,SUCCESS_CARTESIAN,100.000000,0.874269,3,0.239556,0.732594,1.274702,1.333641,3.076185,1.483800,1.594314,1.568756,1.724494
67,SUCCESS_CARTESIAN,100.000000,0.772557,3,0.239556,0.732019,1.288229,1.332736,3.076145,1.483800,1.594354,1.568753,1.728904
68,SUCCESS_CARTESIAN,100.000000,0.873544,3,0.241039,0.731444,1.301757,1.331771,3.076104,1.483800,1.594394,1.568749,1.733000
69,SUCCESS_CARTESIAN,100.000000,0.811320,3,0.239535,0.730869,1.315274,1.330751,3.076063,1.483800,1.594435,1.568746,1.737407
70,SUCCESS_CARTESIAN,100.000000,1.162448,3,0.235816,0.730294,1.328792,1.329671,3.076023,1.483800,1.594475,1.568742,1.741507
71,SUCCESS_CARTESIAN,100.000000,2.105870,3,0.237657,0.729720,1.342299,1.328536,3.075982,1.483800,1.594516,1.568739,1.745545
72,SUCCESS_CARTESIAN,100.000000,5.392627,3,0.239526,0.729146,1.355807,1.327346,3.075941,1.483800,1.594557,1.568735,1.750015
73,SUCCESS_CARTESIAN,100.000000,4.661673,3,0.234251,0.728572,1.369305,1.326096,3.075901,1.483800,1.594597,1.568731,1.754050
74,SUCCESS_CARTESIAN,100.000000,5.120129,3,0.238105,0.727998,1.382802,1.324791,3.075860,1.483800,1.594638,1.568728,1.758522
75,SUCCESS_CARTESIAN,100.000000,3.484766,3,0.243587,0.727424,1.396290,1.323426,3.075819,1.483800,1.594678,1.568724,1.762187
76,SUCCESS_CARTESIAN,100.000000,1.483497,3,0.241645,0.726851,1.409777,1.322011,3.075778,1.483800,1.594720,1.568721,1.767027
77,SUCCESS_CARTESIAN,100.000000,1.586202,3,0.241480,0.726278,1.423255,1.320531,3.075737,1.483800,1.594760,1.568717,1.770405
78,SUCCESS_CARTESIAN,100.000000,1.532503,3,0.239253,0.725705,1.436722,1.319006,3.075696,1.483800,1.594801,1.568714,1.775163
79,SUCCESS_CARTESIAN,100.000000,1.126859,3,0.238453,0.725132,1.450190,1.317416,3.075655,1.483800,1.594842,1.568710,1.779274
80,SUCCESS_CARTESIAN,100.000000,0.938728,3,0.240854,0.724560,1.463648,1.315771,3.075613,1.483800,1.594884,1.568706,1.783753
81,SUCCESS_CARTESIAN,100.000000,0.919472,3,0.239436,0.723988,1.477095,1.314066,3.075572,1.483800,1.594924,1.568703,1.787408
82,SUCCESS_CARTESIAN,100.000000,0.744454,3,0.240838,0.723416,1.490543,1.312311,3.075531,1.483800,1.594966,1.568699,1.791886
83,SUCCESS_CARTESIAN,100.000000,0.727168,3,0.238405,0.722845,1.503980,1.310496,3.075490,1.483800,1.595007,1.568696,1.796002
84,SUCCESS_CARTESIAN,100.000000,0.724566,3,0.240807,0.722273,1.517408,1.308626,3.075448,1.483800,1.595048,1.568692,1.800483
85,SUCCESS_CARTESIAN,100.000000,0.705459,3,0.239949,0.721703,1.530826,1.306696,3.075407,1.483800,1.595089,1.568689,1.804183
86,SUCCESS_CARTESIAN,100.000000,0.736566,3,0.239383,0.721132,1.544238,1.304716,3.075365,1.483800,1.595131,1.568685,1.808973
87,SUCCESS_CARTESIAN,100.000000,0.704041,3,0.238357,0.720562,1.557646,1.302671,3.075324,1.483800,1.595172,1.568681,1.812783
88,SUCCESS_CARTESIAN,100.000000,0.691789,3,0.236469,0.719992,1.571039,1.300576,3.075282,1.483800,1.595213,1.568678,1.816844
89,SUCCESS_CARTESIAN,100.000000,1.188033,3,0.240745,0.719423,1.584426,1.298426,3.075240,1.483800,1.595255,1.568674,1.821326
90,SUCCESS_CARTESIAN,100.000000,5.535900,3,0.237820,0.718854,1.597804,1.296216,3.075199,1.483800,1.595296,1.568671,1.825445
91,SUCCESS_CARTESIAN,100.000000,6.027000,3,0.237804,0.718285,1.611172,1.293951,3.075157,1.483800,1.595338,1.568667,1.829564
92,SUCCESS_CARTESIAN,100.000000,5.873811,3,0.240699,0.717717,1.624529,1.291631,3.075115,1.483800,1.595380,1.568663,1.834046
93,SUCCESS_CARTESIAN,100.000000,3.835572,3,0.238659,0.717149,1.637877,1.289251,3.075074,1.483800,1.595421,1.568660,1.837737
94,SUCCESS_CARTESIAN,100.000000,1.641111,3,0.241382,0.716581,1.651220,1.286821,3.075032,1.483800,1.595463,1.568656,1.842285
95,SUCCESS_CARTESIAN,100.000000,0.839595,3,0.237741,0.716014,1.664547,1.284331,3.074990,1.483800,1.595504,1.568652,1.846404
96,SUCCESS_CARTESIAN,100.000000,0.716255,3,0.238061,0.715447,1.677865,1.281786,3.074948,1.483800,1.595546,1.568649,1.850593
97,SUCCESS_CARTESIAN,100.000000,1.189118,3,0.236452,0.714881,1.691168,1.279186,3.074906,1.483800,1.595588,1.568645,1.854641
98,SUCCESS_CARTESIAN,100.000000,1.230429,3,0.240676,0.714315,1.704465,1.276531,3.074864,1.483800,1.595630,1.568641,1.859193
99,SUCCESS_CARTESIAN,100.000000,1.288168,3,0.237793,0.713750,1.717748,1.273816,3.074822,1.483800,1.595672,1.568638,1.863312
100,SUCCESS_CARTESIAN,100.000000,1.829149,3,0.237777,0.713185,1.731021,1.271046,3.074780,1.483800,1.595714,1.568634,1.867429
101,SUCCESS_CARTESIAN,100.000000,3.663129,3,0.232104,0.712622,1.744284,1.268221,3.074742,1.483800,1.595751,1.568631,1.867429
102,SUCCESS_CARTESIAN,100.000000,6.214226,4,0.448017,0.724304,1.779626,1.261715,3.123385,1.483800,1.645693,1.545476,1.863362
103,SUCCESS_CARTESIAN,100.000000,5.084559,4,0.446738,0.739577,1.814225,1.255379,3.171897,1.483800,1.695947,1.522796,1.857244
104,SUCCESS_CARTESIAN,100.000000,3.954514,4,0.447580,0.758386,1.847722,1.249279,3.220326,1.483800,1.746557,1.500786,1.849114
105,SUCCESS_CARTESIAN,100.000000,1.043192,4,0.445912,0.780636,1.879766,1.243478,3.268717,1.483800,1.797559,1.479635,1.839036
106,SUCCESS_CARTESIAN,100.000000,0.754907,4,0.454281,0.806196,1.910019,1.238037,3.317107,1.483784,1.848981,1.459522,1.827104
107,SUCCESS_CARTESIAN,100.000000,0.613668,4,0.454739,0.834934,1.938344,1.233032,3.365498,1.483223,1.900810,1.440451,1.813900
108,SUCCESS_CARTESIAN,100.000000,0.581881,4,0.452657,0.866709,1.964568,1.228527,3.413882,1.481725,1.953014,1.422357,1.799881
109,SUCCESS_CARTESIAN,100.000000,0.794120,4,0.460132,0.901325,1.988374,1.224571,3.462265,1.479320,2.005578,1.405274,1.785087
110,SUCCESS_CARTESIAN,100.000000,1.746548,4,0.758432,0.953158,2.000000,1.220941,3.583813,1.483800,1.986362,1.398595,1.765418
111,SUCCESS_CARTESIAN,100.000000,2.324208,4,0.839190,1.017359,2.000000,1.218055,3.762183,1.483800,1.909958,1.396326,1.750632
112,SUCCESS_CARTESIAN,100.000000,4.213802,4,0.702960,1.070049,2.000000,1.215795,3.885380,1.483800,1.889229,1.391423,1.733144
113,SUCCESS_CARTESIAN,100.000000,9.230022,4,0.603993,1.117009,2.000000,1.214184,3.975841,1.483800,1.901627,1.385687,1.714090
114,SUCCESS_CARTESIAN,100.000000,7.179072,4,0.517507,1.160401,2.000000,1.213243,4.041575,1.483800,1.939108,1.379861,1.693833
115,SUCCESS_CARTESIAN,100.000000,3.430668,4,0.464770,1.203470,1.999825,1.213129,4.092452,1.479090,1.990890,1.372935,1.677077
116,SUCCESS_CARTESIAN,100.000000,4.958162,4,0.466183,1.247420,1.996686,1.213812,4.141072,1.471555,2.044633,1.366149,1.662347
117,SUCCESS_CARTESIAN,100.000000,1.196575,4,0.467168,1.291436,1.989556,1.215205,4.189561,1.463657,2.098615,1.360538,1.647487
118,SUCCESS_CARTESIAN,100.000000,0.882878,4,0.467416,1.335107,1.978416,1.217297,4.237907,1.455458,2.152823,1.356099,1.632567
119,SUCCESS_CARTESIAN,100.000000,1.912700,3,0.211896,1.345966,1.976838,1.217627,4.237291,1.457289,2.153777,1.357048,1.631548
120,SUCCESS_CARTESIAN,100.000000,2.550685,3,0.214759,1.357111,1.975272,1.217966,4.236662,1.458949,2.154710,1.357903,1.630148
121,SUCCESS_CARTESIAN,100.000000,3.619156,3,0.219241,1.368288,1.973721,1.218311,4.236032,1.460488,2.155622,1.358694,1.628545
122,SUCCESS_CARTESIAN,100.000000,3.696687,3,0.214752,1.379431,1.972120,1.218653,4.235402,1.462262,2.156574,1.359616,1.627336
123,SUCCESS_CARTESIAN,100.000000,3.222437,3,0.218708,1.390608,1.970546,1.218995,4.234772,1.463906,2.157502,1.360470,1.625905
124,SUCCESS_CARTESIAN,100.000000,3.345188,3,0.214736,1.401743,1.968944,1.219333,4.234143,1.465705,2.158453,1.361411,1.624740
125,SUCCESS_CARTESIAN,100.000000,2.103700,3,0.218700,1.412916,1.967367,1.219673,4.233514,1.467347,2.159377,1.362267,1.623310
126,SUCCESS_CARTESIAN,100.000000,0.924213,3,0.218712,1.424094,1.965791,1.220014,4.232885,1.468989,2.160298,1.363126,1.621878
127,SUCCESS_CARTESIAN,100.000000,0.679399,3,0.218732,1.435282,1.964218,1.220357,4.232256,1.470603,2.161213,1.363971,1.620399
128,SUCCESS_CARTESIAN,100.000000,0.600349,3,0.214771,1.446434,1.962635,1.220698,4.231629,1.472295,2.162139,1.364862,1.619061
129,SUCCESS_CARTESIAN,100.000000,0.616887,3,0.214725,1.457564,1.961027,1.221037,4.231003,1.474069,2.163076,1.365801,1.617867
130,SUCCESS_CARTESIAN,100.000000,0.570882,3,0.218701,1.468738,1.959451,1.221378,4.230376,1.475683,2.163985,1.366653,1.616397
131,SUCCESS_CARTESIAN,100.000000,0.550016,3,0.214771,1.479889,1.957870,1.221718,4.229750,1.477347,2.164899,1.367535,1.615019
132,SUCCESS_CARTESIAN,100.000000,0.541839,3,0.218691,1.491058,1.956292,1.222061,4.229124,1.478962,2.165805,1.368392,1.613556
133,SUCCESS_CARTESIAN,100.000000,0.670189,3,0.214300,1.502104,1.954651,1.222393,4.228505,1.480946,2.166764,1.369458,1.612741
134,SUCCESS_CARTESIAN,100.000000,0.662452,3,0.217347,1.513367,1.953124,1.222738,4.227874,1.482265,2.167621,1.370153,1.610762
135,SUCCESS_CARTESIAN,100.000000,0.662131,3,0.217611,1.524552,1.951561,1.223086,4.227223,1.483800,2.168535,1.370975,1.610191
136,SUCCESS_CARTESIAN,100.000000,0.710031,3,0.225344,1.536240,1.950296,1.223476,4.226475,1.483800,2.169288,1.370921,1.609737
137,SUCCESS_CARTESIAN,100.000000,0.850577,3,0.225340,1.547926,1.949033,1.223871,4.225714,1.483800,2.170053,1.370867,1.609762
138,SUCCESS_CARTESIAN,100.000000,1.011766,3,0.225342,1.559614,1.947768,1.224267,4.224943,1.483800,2.170828,1.370809,1.610144
139,SUCCESS_CARTESIAN,100.000000,1.062132,3,0.225338,1.571299,1.946499,1.224656,4.224184,1.483800,2.171593,1.370757,1.610038
140,SUCCESS_CARTESIAN,100.000000,2.088654,3,0.225337,1.582984,1.945241,1.225047,4.223401,1.483800,2.172380,1.370699,1.610896
141,SUCCESS_CARTESIAN,100.000000,3.771846,3,0.225333,1.594667,1.943968,1.225427,4.222660,1.483800,2.173126,1.370647,1.609960
142,SUCCESS_CARTESIAN,100.000000,5.537312,3,0.225327,1.606347,1.942705,1.225816,4.221896,1.483800,2.173896,1.370594,1.609991
143,SUCCESS_CARTESIAN,100.000000,6.903719,3,0.225347,1.618037,1.941443,1.226207,4.221111,1.483800,2.174685,1.370535,1.610784
144,SUCCESS_CARTESIAN,100.000000,3.711307,3,0.225342,1.629725,1.940171,1.226587,4.220367,1.483800,2.175433,1.370483,1.609851
145,SUCCESS_CARTESIAN,100.000000,1.412703,3,0.225343,1.641413,1.938914,1.226977,4.219578,1.483800,2.176227,1.370426,1.610774
146,SUCCESS_CARTESIAN,100.000000,1.393896,3,0.225347,1.653102,1.937641,1.227356,4.218814,1.483800,2.176997,1.370373,1.610601
147,SUCCESS_CARTESIAN,100.000000,0.989144,3,0.225336,1.664786,1.936380,1.227736,4.218043,1.483800,2.177772,1.370318,1.610690
148,SUCCESS_CARTESIAN,100.000000,1.086221,3,0.225338,1.676472,1.935107,1.228117,4.217277,1.483800,2.178543,1.370263,1.610523
149,SUCCESS_CARTESIAN,100.000000,0.982690,3,0.225335,1.688156,1.933846,1.228496,4.216505,1.483800,2.179320,1.370209,1.610616
150,SUCCESS_CARTESIAN,100.000000,1.037675,3,0.225345,1.699845,1.932579,1.228877,4.215717,1.483800,2.180113,1.370150,1.611283
151,SUCCESS_CARTESIAN,100.000000,1.066958,3,0.225348,1.711535,1.931314,1.229247,4.214963,1.483800,2.180871,1.370098,1.610536
152,SUCCESS_CARTESIAN,100.000000,1.106905,3,0.225332,1.723217,1.930044,1.229626,4.214182,1.483800,2.181658,1.370044,1.610852
153,SUCCESS_CARTESIAN,100.000000,1.029321,3,0.225357,1.734911,1.928778,1.230002,4.213409,1.483800,2.182436,1.369988,1.610811
154,SUCCESS_CARTESIAN,100.000000,1.149309,3,0.225344,1.746599,1.927516,1.230377,4.212623,1.483800,2.183226,1.369930,1.611253
155,SUCCESS_CARTESIAN,100.000000,1.719128,3,0.225332,1.758282,1.926243,1.230747,4.211852,1.483800,2.184003,1.369877,1.611086
156,SUCCESS_CARTESIAN,100.000000,3.344495,3,0.225353,1.769974,1.924983,1.231117,4.211073,1.483800,2.184786,1.369822,1.611169
157,SUCCESS_CARTESIAN,100.000000,8.583562,3,0.225333,1.781657,1.923712,1.231487,4.210297,1.483800,2.185568,1.369767,1.611130
158,SUCCESS_CARTESIAN,100.000000,1.939558,3,0.225334,1.793340,1.922441,1.231857,4.209522,1.483800,2.186347,1.369712,1.610962
159,SUCCESS_CARTESIAN,100.000000,1.874306,3,0.225330,1.805022,1.921184,1.232227,4.208731,1.483800,2.187143,1.369653,1.611475
160,SUCCESS_CARTESIAN,100.000000,4.153331,3,0.225350,1.816713,1.919913,1.232592,4.207952,1.483800,2.187927,1.369601,1.611427
161,SUCCESS_CARTESIAN,100.000000,2.349916,3,0.225332,1.828395,1.918642,1.232957,4.207174,1.483800,2.188711,1.369545,1.611322
162,SUCCESS_CARTESIAN,100.000000,0.851900,3,0.225330,1.840077,1.917377,1.233322,4.206394,1.483800,2.189496,1.369490,1.611287
163,SUCCESS_CARTESIAN,100.000000,0.663538,3,0.225353,1.851768,1.916115,1.233687,4.205600,1.483800,2.190294,1.369432,1.611726
164,SUCCESS_CARTESIAN,100.000000,0.688720,3,0.225327,1.863448,1.914844,1.234047,4.204818,1.483800,2.191082,1.369379,1.611682
165,SUCCESS_CARTESIAN,100.000000,0.633720,3,0.225329,1.875130,1.913574,1.234407,4.204035,1.483800,2.191871,1.369324,1.611644
166,SUCCESS_CARTESIAN,100.000000,0.774232,3,0.225340,1.886816,1.912304,1.234767,4.203252,1.483800,2.192659,1.369268,1.611539
167,SUCCESS_CARTESIAN,100.000000,0.877621,3,0.225339,1.898501,1.911040,1.235127,4.202467,1.483800,2.193448,1.369213,1.611496
168,SUCCESS_CARTESIAN,100.000000,0.738656,3,0.225324,1.910180,1.909780,1.235487,4.201659,1.483800,2.194261,1.369154,1.612355
169,SUCCESS_CARTESIAN,100.000000,0.667908,3,0.225331,1.921863,1.908506,1.235837,4.200893,1.483800,2.195032,1.369101,1.611486
170,SUCCESS_CARTESIAN,100.000000,0.669940,3,0.225344,1.933551,1.907241,1.236197,4.200085,1.483800,2.195846,1.369043,1.612274
171,SUCCESS_CARTESIAN,100.000000,0.647788,3,0.225327,1.945231,1.905969,1.236547,4.199307,1.483800,2.196629,1.368989,1.611814
172,SUCCESS_CARTESIAN,100.000000,0.746655,3,0.225325,1.956910,1.904700,1.236902,4.198518,1.483800,2.197424,1.368935,1.611777
173,SUCCESS_CARTESIAN,100.000000,2.126579,3,0.225344,1.968598,1.903433,1.237257,4.197717,1.483800,2.198230,1.368879,1.612147
174,SUCCESS_CARTESIAN,100.000000,5.461685,3,0.225326,1.980278,1.902164,1.237607,4.196926,1.483800,2.199026,1.368823,1.612106
175,SUCCESS_CARTESIAN,100.000000,5.646345,3,0.225325,1.991957,1.900895,1.237957,4.196135,1.483800,2.199823,1.368767,1.612067
176,SUCCESS_CARTESIAN,100.000000,5.384075,3,0.225331,2.003639,1.899632,1.238307,4.195321,1.483800,2.200641,1.368707,1.612860
177,SUCCESS_CARTESIAN,100.000000,2.902935,3,0.225338,2.015324,1.898358,1.238647,4.194548,1.483800,2.201419,1.368654,1.611984
178,SUCCESS_CARTESIAN,100.000000,1.087890,3,0.225318,2.027001,1.897094,1.238997,4.193733,1.483800,2.202240,1.368596,1.612776
179,SUCCESS_CARTESIAN,100.000000,0.866493,3,0.225326,2.038681,1.895821,1.239337,4.192959,1.483800,2.203019,1.368543,1.611905
180,SUCCESS_CARTESIAN,100.000000,0.808221,3,0.225339,2.050367,1.894558,1.239687,4.192142,1.483800,2.203842,1.368485,1.612693
181,SUCCESS_CARTESIAN,100.000000,1.242764,3,0.225319,2.062043,1.893288,1.240027,4.191346,1.483800,2.204644,1.368431,1.612648
182,SUCCESS_CARTESIAN,100.000000,1.501789,3,0.225321,2.073721,1.892020,1.240367,4.190548,1.483800,2.205447,1.368375,1.612609
183,SUCCESS_CARTESIAN,100.000000,1.505306,3,0.225342,2.085408,1.890752,1.240707,4.189749,1.483800,2.206251,1.368319,1.612564
184,SUCCESS_CARTESIAN,100.000000,2.258159,3,0.225320,2.097085,1.889484,1.241047,4.188950,1.483800,2.207056,1.368264,1.612522
185,SUCCESS_CARTESIAN,100.000000,3.377200,3,0.225319,2.108761,1.888216,1.241387,4.188148,1.483800,2.207863,1.368208,1.612546
