# Incremental Trajectory Planning Results with Retry Mechanism
# Total Waypoints: 450
Point_Index,Status,Completion(%),Planning_Time(ms),Output_Points,Exec_Time(s),J0,J1,J2,J3,J4,J5,J6,J7
68,SUCCESS_CARTESIAN,100.000000,0.703662,3,0.244580,0.571179,1.618537,1.654490,2.832355,0.149739,-1.529950,-1.306418,-0.079940
69,SUCCESS_CARTESIAN,100.000000,0.666356,3,0.291034,0.559052,1.628379,1.654431,2.811322,0.147190,-1.527308,-1.285524,-0.073797
70,SUCCESS_CARTESIAN,100.000000,0.655004,3,0.228666,0.557032,1.641027,1.651049,2.808446,0.153299,-1.525044,-1.282958,-0.076192
71,SUCCESS_CARTESIAN,100.000000,0.743567,3,0.253430,0.554002,1.654030,1.652122,2.804122,0.147438,-1.526086,-1.278423,-0.066245
72,SUCCESS_CARTESIAN,100.000000,0.957560,3,0.245659,0.556550,1.668488,1.650097,2.809760,0.149653,-1.526335,-1.284093,-0.063825
73,SUCCESS_CARTESIAN,100.000000,0.928380,3,0.230196,0.552502,1.680668,1.648178,2.803303,0.151430,-1.524751,-1.277792,-0.061944
74,SUCCESS_CARTESIAN,100.000000,0.988892,3,0.233235,0.551120,1.693686,1.645732,2.801692,0.154460,-1.523571,-1.276354,-0.060717
75,SUCCESS_CARTESIAN,100.000000,0.790896,3,0.229890,0.548590,1.706239,1.642933,2.797931,0.158271,-1.521765,-1.272818,-0.061213
76,SUCCESS_CARTESIAN,100.000000,0.745606,3,0.224402,0.543487,1.718372,1.643259,2.789726,0.153643,-1.521810,-1.264498,-0.051946
77,SUCCESS_CARTESIAN,100.000000,0.717405,3,0.252341,0.538851,1.730190,1.640891,2.782100,0.156003,-1.519756,-1.257089,-0.051440
78,SUCCESS_CARTESIAN,100.000000,0.708311,3,0.230373,0.531602,1.741033,1.638980,2.769638,0.157030,-1.517261,-1.244849,-0.048439
79,SUCCESS_CARTESIAN,100.000000,0.702960,3,0.261387,0.529299,1.754045,1.638730,2.766540,0.153469,-1.517935,-1.241604,-0.040744
80,SUCCESS_CARTESIAN,100.000000,1.088124,3,0.227127,0.526994,1.766837,1.637229,2.763304,0.153087,-1.517513,-1.238390,-0.036041
81,SUCCESS_CARTESIAN,100.000000,1.368381,3,0.233662,0.525077,1.779691,1.635196,2.760740,0.153958,-1.516772,-1.235906,-0.033452
82,SUCCESS_CARTESIAN,100.000000,1.410717,3,0.251587,0.525005,1.793641,1.635301,2.761853,0.149019,-1.518676,-1.236743,-0.023689
83,SUCCESS_CARTESIAN,100.000000,1.100313,3,0.260226,0.516146,1.803203,1.630553,2.745986,0.156810,-1.513184,-1.221512,-0.028744
84,SUCCESS_CARTESIAN,100.000000,2.746505,3,0.231143,0.513863,1.815793,1.628009,2.742670,0.158601,-1.511940,-1.218346,-0.026368
85,SUCCESS_CARTESIAN,100.000000,2.274415,3,0.270365,0.512077,1.829033,1.628067,2.740592,0.153320,-1.513519,-1.215990,-0.017176
86,SUCCESS_CARTESIAN,100.000000,1.081684,3,0.234997,0.510707,1.841913,1.624975,2.738939,0.156270,-1.512139,-1.214531,-0.015627
87,SUCCESS_CARTESIAN,100.000000,0.838508,3,0.244236,0.502760,1.852192,1.623381,2.725021,0.155074,-1.510119,-1.200734,-0.011418
88,SUCCESS_CARTESIAN,100.000000,0.852735,3,0.246669,0.497170,1.863283,1.620998,2.715423,0.155839,-1.508104,-1.191313,-0.008807
89,SUCCESS_CARTESIAN,100.000000,0.898102,3,0.282739,0.489394,1.873410,1.619295,2.701688,0.154651,-1.506111,-1.177702,-0.003976
90,SUCCESS_CARTESIAN,100.000000,0.819172,3,0.225971,0.482817,1.883691,1.615811,2.689949,0.158038,-1.502534,-1.166355,-0.004360
91,SUCCESS_CARTESIAN,100.000000,0.865001,3,0.273618,0.479504,1.895702,1.613473,2.684620,0.158230,-1.501456,-1.161117,-0.000843
92,SUCCESS_CARTESIAN,100.000000,0.867395,3,0.244054,0.480275,1.909732,1.611270,2.687206,0.157919,-1.502075,-1.163643,0.004169
93,SUCCESS_CARTESIAN,100.000000,0.814091,3,0.219088,0.477018,1.921242,1.606081,2.681594,0.165388,-1.497766,-1.158648,-0.000690
94,SUCCESS_CARTESIAN,100.000000,1.165299,3,0.229838,0.474957,1.933800,1.603446,2.678649,0.165935,-1.496947,-1.155791,0.003029
95,SUCCESS_CARTESIAN,100.000000,2.101631,3,0.233386,0.473859,1.946479,1.598966,2.677304,0.171234,-1.494346,-1.154868,0.001264
96,SUCCESS_CARTESIAN,100.000000,3.884767,3,0.228312,0.472129,1.959074,1.595735,2.674918,0.173062,-1.493049,-1.152664,0.003262
97,SUCCESS_CARTESIAN,100.000000,1.463331,3,0.225295,0.469384,1.971010,1.591825,2.670449,0.176553,-1.490560,-1.148552,0.003117
98,SUCCESS_CARTESIAN,100.000000,1.034191,3,0.243841,0.461500,1.979863,1.586045,2.655570,0.184890,-1.483526,-1.134664,-0.002812
99,SUCCESS_CARTESIAN,100.000000,1.197850,3,0.235668,0.460355,1.993260,1.585371,2.654756,0.179443,-1.485879,-1.133398,0.007219
100,SUCCESS_CARTESIAN,100.000000,1.274768,3,0.309787,0.448954,1.999851,1.578896,2.632615,0.189336,-1.476148,-1.112607,-0.001759
101,SUCCESS_CARTESIAN,100.000000,1.366881,3,0.421829,0.427542,1.999556,1.570359,2.589288,0.204624,-1.457489,-1.071930,-0.023854
102,SUCCESS_CARTESIAN,100.000000,5.463609,4,0.922596,0.382404,1.999677,1.551185,2.489236,0.238708,-1.393089,-0.878404,-0.090204
103,SUCCESS_CARTESIAN,100.000000,4.698800,4,0.891615,0.350820,1.999936,1.531070,2.402395,0.276102,-1.292980,-0.704048,-0.187396
104,SUCCESS_CARTESIAN,100.000000,5.279683,4,0.822915,0.328001,1.999141,1.513432,2.320701,0.307731,-1.141977,-0.543071,-0.327046
105,SUCCESS_CARTESIAN,100.000000,3.380755,4,1.016132,0.309337,1.997207,1.506572,2.238965,0.310646,-0.934928,-0.384514,-0.511823
106,SUCCESS_CARTESIAN,100.000000,1.509211,4,1.038926,0.292001,1.999917,1.531566,2.164279,0.227754,-0.756643,-0.191391,-0.662511
107,SUCCESS_CARTESIAN,100.000000,3.549574,23,4.185110,0.336175,1.481163,1.380954,1.096090,0.653432,1.312364,-1.089769,-2.292317
108,SUCCESS_CARTESIAN,100.000000,1.073671,4,0.541367,0.353796,1.520678,1.373537,1.118559,0.662922,1.374730,-1.144759,-2.316697
109,SUCCESS_CARTESIAN,100.000000,0.900552,4,0.527768,0.367560,1.565956,1.370660,1.161224,0.659066,1.426346,-1.183139,-2.348685
110,SUCCESS_CARTESIAN,100.000000,0.826310,4,0.501110,0.387677,1.605224,1.366640,1.194371,0.660858,1.479225,-1.231579,-2.373106
111,SUCCESS_CARTESIAN,100.000000,0.859643,4,0.487693,0.407067,1.650215,1.364052,1.245456,0.659871,1.519293,-1.267161,-2.396805
112,SUCCESS_CARTESIAN,100.000000,1.100552,4,0.538594,0.439775,1.674672,1.356507,1.256105,0.677555,1.577594,-1.336016,-2.399765
113,SUCCESS_CARTESIAN,100.000000,1.186894,4,0.510164,0.465063,1.716089,1.353721,1.311114,0.681520,1.610628,-1.370530,-2.414393
114,SUCCESS_CARTESIAN,100.000000,0.991682,4,0.460639,0.494523,1.747944,1.351699,1.352605,0.685162,1.650741,-1.416496,-2.427338
115,SUCCESS_CARTESIAN,100.000000,0.950605,4,0.578413,0.520240,1.787796,1.354901,1.418410,0.673452,1.676272,-1.446242,-2.455818
116,SUCCESS_CARTESIAN,100.000000,0.924287,4,0.536442,0.552527,1.824947,1.354018,1.483759,0.677797,1.698299,-1.475986,-2.467237
117,SUCCESS_CARTESIAN,100.000000,0.856208,4,0.437832,0.589706,1.845998,1.351324,1.523474,0.690589,1.734682,-1.524908,-2.466310
118,SUCCESS_CARTESIAN,100.000000,0.753857,4,0.484667,0.626291,1.870614,1.350931,1.578114,0.697891,1.761508,-1.563628,-2.471095
119,SUCCESS_CARTESIAN,100.000000,0.712205,3,0.220066,0.637759,1.869619,1.351434,1.578924,0.697573,1.760990,-1.563078,-2.470938
120,SUCCESS_CARTESIAN,100.000000,0.656219,3,0.219901,0.649351,1.869178,1.352068,1.580901,0.696797,1.759735,-1.561729,-2.471931
121,SUCCESS_CARTESIAN,100.000000,0.637436,3,0.233727,0.662196,1.870483,1.351240,1.586468,0.701052,1.756109,-1.556757,-2.468791
122,SUCCESS_CARTESIAN,100.000000,0.734886,3,0.220962,0.673371,1.867697,1.352385,1.583688,0.698547,1.757926,-1.559311,-2.470517
123,SUCCESS_CARTESIAN,100.000000,4.693115,3,0.239746,0.686684,1.868506,1.351046,1.588279,0.704559,1.754890,-1.554755,-2.465247
124,SUCCESS_CARTESIAN,100.000000,1.249186,3,0.227967,0.698821,1.866603,1.351062,1.587312,0.705918,1.755494,-1.555231,-2.463372
125,SUCCESS_CARTESIAN,100.000000,0.986516,3,0.224258,0.710493,1.864545,1.351593,1.586013,0.705474,1.756341,-1.556274,-2.463622
126,SUCCESS_CARTESIAN,100.000000,0.873476,3,0.217675,0.721887,1.864542,1.352508,1.588895,0.703725,1.754506,-1.554446,-2.465745
127,SUCCESS_CARTESIAN,100.000000,0.871012,3,0.220696,0.733439,1.860540,1.353158,1.583631,0.702892,1.757902,-1.558547,-2.465892
128,SUCCESS_CARTESIAN,100.000000,0.807462,3,0.302773,0.743726,1.852414,1.355302,1.569965,0.696922,1.766736,-1.569947,-2.469633
129,SUCCESS_CARTESIAN,100.000000,0.880006,3,0.217257,0.754841,1.851322,1.356520,1.570649,0.694135,1.766306,-1.569972,-2.472127
130,SUCCESS_CARTESIAN,100.000000,1.074656,3,0.216809,0.766108,1.851574,1.357546,1.574047,0.691998,1.764139,-1.567819,-2.474796
131,SUCCESS_CARTESIAN,100.000000,1.025193,3,0.226764,0.778281,1.850371,1.357474,1.574488,0.693605,1.763856,-1.567178,-2.473220
132,SUCCESS_CARTESIAN,100.000000,0.913671,3,0.222799,0.789853,1.849195,1.358118,1.574991,0.692766,1.763539,-1.566950,-2.474176
133,SUCCESS_CARTESIAN,100.000000,0.789341,3,0.222902,0.801551,1.847082,1.358613,1.573582,0.692442,1.764436,-1.568074,-2.473399
134,SUCCESS_CARTESIAN,100.000000,0.908078,3,0.235712,0.814832,1.845455,1.357202,1.573177,0.698597,1.764680,-1.567200,-2.468132
135,SUCCESS_CARTESIAN,100.000000,0.776382,3,0.218543,0.825912,1.845495,1.358443,1.576147,0.695735,1.762780,-1.565523,-2.470612
136,SUCCESS_CARTESIAN,100.000000,0.891914,3,0.221432,0.837729,1.843783,1.358772,1.575555,0.695940,1.763159,-1.565926,-2.470740
137,SUCCESS_CARTESIAN,100.000000,0.848824,3,0.218870,0.849109,1.844185,1.359646,1.579247,0.694292,1.760815,-1.563450,-2.472834
138,SUCCESS_CARTESIAN,100.000000,0.838269,3,0.224221,0.860950,1.843770,1.359970,1.581298,0.694545,1.759496,-1.561860,-2.472464
139,SUCCESS_CARTESIAN,100.000000,0.643822,3,0.219056,0.872070,1.841124,1.361131,1.578806,0.691924,1.761100,-1.564242,-2.474742
140,SUCCESS_CARTESIAN,100.000000,0.656225,3,0.221684,0.883713,1.839885,1.361673,1.579172,0.691395,1.760875,-1.564060,-2.474420
141,SUCCESS_CARTESIAN,100.000000,0.636540,3,0.229480,0.896269,1.836054,1.361083,1.574300,0.694705,1.763968,-1.567108,-2.471354
142,SUCCESS_CARTESIAN,100.000000,0.758920,3,0.229531,0.908580,1.834633,1.360818,1.574302,0.696944,1.763958,-1.566677,-2.469086
143,SUCCESS_CARTESIAN,100.000000,1.230243,3,0.221828,0.920420,1.834986,1.361143,1.577914,0.697169,1.761641,-1.563916,-2.468564
144,SUCCESS_CARTESIAN,100.000000,1.261245,3,0.222438,0.931815,1.837797,1.362034,1.586509,0.695430,1.756158,-1.557774,-2.472391
145,SUCCESS_CARTESIAN,100.000000,0.970824,3,0.232253,0.944783,1.833858,1.360952,1.581420,0.700454,1.759365,-1.560653,-2.465781
146,SUCCESS_CARTESIAN,100.000000,0.864387,3,0.221544,0.956250,1.834477,1.361733,1.585578,0.699088,1.756707,-1.557789,-2.467844
147,SUCCESS_CARTESIAN,100.000000,0.799022,3,0.245936,0.969226,1.831575,1.360663,1.582592,0.704077,1.758563,-1.559106,-2.462387
148,SUCCESS_CARTESIAN,100.000000,3.579698,3,0.233274,0.981944,1.830042,1.359929,1.582404,0.707917,1.758639,-1.558528,-2.458715
149,SUCCESS_CARTESIAN,100.000000,2.036973,3,0.227681,0.994380,1.830015,1.359553,1.585269,0.710526,1.756750,-1.555905,-2.456425
150,SUCCESS_CARTESIAN,100.000000,1.164590,3,0.221796,1.005820,1.830336,1.360359,1.588835,0.709056,1.754456,-1.553521,-2.457667
151,SUCCESS_CARTESIAN,100.000000,1.079533,3,0.225039,1.017520,1.827439,1.360781,1.585816,0.708862,1.756425,-1.555800,-2.458142
152,SUCCESS_CARTESIAN,100.000000,1.033054,3,0.224397,1.029120,1.827824,1.361397,1.589515,0.708051,1.754036,-1.553190,-2.459097
153,SUCCESS_CARTESIAN,100.000000,0.856834,3,0.219916,1.040192,1.826812,1.362611,1.590328,0.705160,1.753558,-1.553109,-2.462052
154,SUCCESS_CARTESIAN,100.000000,0.800278,3,0.221289,1.051685,1.826219,1.363335,1.592012,0.703949,1.752496,-1.552060,-2.463000
155,SUCCESS_CARTESIAN,100.000000,0.790040,3,0.218880,1.062868,1.825762,1.364425,1.593966,0.701471,1.751289,-1.551044,-2.465832
156,SUCCESS_CARTESIAN,100.000000,0.797381,3,0.225089,1.074713,1.826878,1.364795,1.599131,0.701479,1.747965,-1.547163,-2.466400
157,SUCCESS_CARTESIAN,100.000000,0.864496,3,0.232607,1.087356,1.826347,1.364168,1.601013,0.704912,1.746669,-1.545148,-2.463272
158,SUCCESS_CARTESIAN,100.000000,0.891436,3,0.232181,1.099855,1.820954,1.363563,1.592964,0.708277,1.751795,-1.550575,-2.459001
159,SUCCESS_CARTESIAN,100.000000,0.826368,3,0.214197,1.110429,1.819503,1.365337,1.592847,0.703434,1.751973,-1.551541,-2.463200
160,SUCCESS_CARTESIAN,100.000000,0.806584,3,0.226959,1.122470,1.818989,1.365419,1.594722,0.704410,1.750740,-1.549957,-2.462499
161,SUCCESS_CARTESIAN,100.000000,0.921300,3,0.224647,1.134467,1.818545,1.365544,1.596744,0.705237,1.749415,-1.548291,-2.462026
162,SUCCESS_CARTESIAN,100.000000,0.878944,3,0.223661,1.146511,1.817572,1.365602,1.597680,0.706296,1.748787,-1.547402,-2.461105
163,SUCCESS_CARTESIAN,100.000000,0.928855,3,0.277381,1.160801,1.810584,1.362919,1.586403,0.716861,1.755911,-1.553895,-2.448693
164,SUCCESS_CARTESIAN,100.000000,0.915460,3,0.224543,1.173240,1.811851,1.362570,1.591966,0.719329,1.752219,-1.549325,-2.447030
165,SUCCESS_CARTESIAN,100.000000,0.823165,3,0.226588,1.185233,1.809683,1.362654,1.590455,0.720288,1.753187,-1.550260,-2.445874
166,SUCCESS_CARTESIAN,100.000000,0.886984,3,0.225417,1.197390,1.807969,1.362578,1.589886,0.721819,1.753533,-1.550412,-2.444359
167,SUCCESS_CARTESIAN,100.000000,0.901349,3,0.221151,1.208798,1.809409,1.363426,1.595759,0.720111,1.749713,-1.546379,-2.446836
168,SUCCESS_CARTESIAN,100.000000,1.002210,3,0.214794,1.220000,1.807154,1.364409,1.594026,0.717927,1.750906,-1.548046,-2.447859
169,SUCCESS_CARTESIAN,100.000000,4.713088,3,0.223343,1.231849,1.804462,1.364639,1.591438,0.718354,1.752590,-1.549890,-2.447914
170,SUCCESS_CARTESIAN,100.000000,1.996760,3,0.223908,1.243405,1.799704,1.365191,1.584594,0.717690,1.757083,-1.555082,-2.446794
171,SUCCESS_CARTESIAN,100.000000,2.922889,3,0.229823,1.255880,1.800136,1.364769,1.588441,0.720375,1.754517,-1.551739,-2.445104
172,SUCCESS_CARTESIAN,100.000000,2.103551,3,0.211165,1.266587,1.801072,1.366395,1.593255,0.715953,1.751447,-1.548979,-2.450106
173,SUCCESS_CARTESIAN,100.000000,1.877042,3,0.211790,1.277285,1.801860,1.368067,1.597740,0.711391,1.748623,-1.546464,-2.454789
174,SUCCESS_CARTESIAN,100.000000,3.178629,3,0.238066,1.289734,1.802657,1.367702,1.602340,0.713858,1.745573,-1.542595,-2.452970
175,SUCCESS_CARTESIAN,100.000000,1.941030,3,0.224220,1.301242,1.803219,1.368432,1.606400,0.712540,1.742971,-1.539799,-2.454796
176,SUCCESS_CARTESIAN,100.000000,1.255929,3,0.246778,1.313277,1.800366,1.368426,1.603502,0.713776,1.744819,-1.541746,-2.452367
177,SUCCESS_CARTESIAN,100.000000,1.013472,3,0.244439,1.324116,1.803691,1.370057,1.613157,0.709301,1.738696,-1.535301,-2.458859
178,SUCCESS_CARTESIAN,100.000000,0.895865,3,0.223958,1.336098,1.804178,1.370261,1.617090,0.709808,1.736134,-1.532278,-2.458021
179,SUCCESS_CARTESIAN,100.000000,0.975205,3,0.237049,1.346533,1.803354,1.372194,1.618198,0.704311,1.735626,-1.532348,-2.464415
